,originaldata_id,tokens_input_ids,tokens_input,tokens_merged,lrp,label
10,r2-0019271,"[0, 6323, 3745, 115, 28, 4209, 30, 97, 3745, 1375, 556, 25, 51, 58, 540, 2679, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Some', 'pieces', 'could', 'be', 'replaced', 'by', 'other', 'pieces', 'moving', 'forward', 'as', 'they', 'were', 'less', 'interesting.']","['Some', 'pieces', 'could', 'be', 'replaced', 'by', 'other', 'pieces', 'moving', 'forward', 'as', 'they', 'were', 'less', 'interesting.']","[0.00777488574385643, 0.048232413828372955, -0.0751650482416153, 0.045724064111709595, 0.10900786519050598, -0.013020322658121586, -0.030605874955654144, 0.043037865310907364, -0.05273493006825447, 0.019455814734101295, -0.06706581264734268, -0.03877982869744301, -0.03817577660083771, -0.07082178443670273, -0.029323216527700424]",neutral
11,r2-0019272,"[0, 243, 16, 2230, 5, 761, 9, 16513, 14, 41, 6786, 11, 30512, 74, 101, 7, 3803, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['It', 'is', 'exactly', 'the', 'kind', 'of', 'patrons', 'that', 'an', 'institution', 'in', 'decay', 'would', 'like', 'to', 'encourage.']","['It', 'is', 'exactly', 'the', 'kind', 'of', 'patrons', 'that', 'an', 'institution', 'in', 'decay', 'would', 'like', 'to', 'encourage.']","[0.014112945646047592, 0.11361518502235413, 0.1814238578081131, 0.0031502225901931524, -0.10914750397205353, -0.03308498114347458, 0.0007034885347820818, 0.05572722479701042, -0.08951344341039658, -0.020092276856303215, 0.029333163052797318, -0.02888280712068081, -0.030789045616984367, -0.007358487695455551, -0.07354915887117386, -0.057865485548973083]",negative
12,r2-0019273,"[0, 31133, 6, 9574, 6, 52, 64, 75, 17028, 215, 10, 251, 5820, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Still,', 'unfortunately,', 'we', ""can't"", 'tolerate', 'such', 'a', 'long', 'meal.']","['Still,', 'unfortunately,', 'we', ""can't"", 'tolerate', 'such', 'a', 'long', 'meal.']","[0.039446208626031876, -0.05407757684588432, 0.048881106078624725, 0.011089705862104893, 0.03776917606592178, 0.10672347992658615, -0.021748123690485954, 0.01427410263568163, 0.06969625502824783]",negative
13,r2-0019274,"[0, 100, 67, 1276, 7, 213, 7, 10658, 15302, 53, 24, 21, 45, 372, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'also', 'decided', 'to', 'go', 'to', 'honeycomb', 'but', 'it', 'was', 'not', 'great']","['I', 'also', 'decided', 'to', 'go', 'to', 'honeycomb', 'but', 'it', 'was', 'not', 'great']","[-0.06163838878273964, 0.0637025535106659, -0.016294943168759346, -0.032060783356428146, 0.06060272082686424, -0.08743203431367874, -0.025941643863916397, 0.03936246037483215, -0.024360403418540955, 0.06430445611476898, 0.0637008398771286, -0.19776546955108643]",negative
14,r2-0019276,"[0, 15952, 31, 5168, 6, 38, 437, 10, 29826, 1339, 219, 4, 38, 4157, 2682, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Being', 'from', 'LA,', ""I'm"", 'a', 'tad', 'picky.', 'I', 'hate', 'stuff.']","['Being', 'from', 'LA,', ""I'm"", 'a', 'tad', 'picky.', 'I', 'hate', 'stuff.']","[0.006189917214214802, 0.03768002614378929, -0.03281412646174431, 0.0075151389464735985, 0.004029083997011185, -0.01805289275944233, 0.01699383370578289, 0.013146447017788887, 0.03745343163609505, -0.09205134212970734]",negative
15,r2-0019277,"[0, 133, 689, 21, 7297, 6, 98, 38, 581, 386, 19, 14, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'food', 'was', 'decent,', 'so', ""I'll"", 'start', 'with', 'that.']","['The', 'food', 'was', 'decent,', 'so', ""I'll"", 'start', 'with', 'that.']","[0.054794538766145706, -0.031712230294942856, 0.05516606196761131, -0.022096754983067513, 0.063438780605793, -0.054237399250268936, -0.006370121147483587, -0.09156789630651474, -0.028199026361107826]",positive
16,r2-0019278,"[0, 133, 1675, 1964, 58, 10, 828, 26428, 4, 10284, 101, 6162, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'regular', 'items', 'were', 'a', 'bit', 'pricey.', 'WE', 'like', 'cheap.']","['The', 'regular', 'items', 'were', 'a', 'bit', 'pricey.', 'WE', 'like', 'cheap.']","[-0.053384825587272644, 0.038085684180259705, 0.05859098210930824, 0.025653453543782234, 0.09008092433214188, -0.055954135954380035, -0.09173943847417831, -0.017235619947314262, 0.10124008357524872, -0.03568297624588013]",negative
17,r2-0019279,"[0, 100, 682, 2740, 10, 367, 4039, 9, 69, 8789, 4696, 15269, 8, 7, 224, 51, 58, 6587, 8, 21096, 74, 28, 10, 1307, 6105, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'recently', 'ordered', 'a', 'few', 'dozen', 'of', 'her', 'Halloween', 'sugar', 'cookies', 'and', 'to', 'say', 'they', 'were', 'terrible', 'and', 'disgusting', 'would', 'be', 'a', 'huge', 'lie.']","['I', 'recently', 'ordered', 'a', 'few', 'dozen', 'of', 'her', 'Halloween', 'sugar', 'cookies', 'and', 'to', 'say', 'they', 'were', 'terrible', 'and', 'disgusting', 'would', 'be', 'a', 'huge', 'lie.']","[0.007026455365121365, 0.032263316214084625, 0.04832185432314873, 0.02838743105530739, -0.017269939184188843, -0.027381638064980507, -0.010572242550551891, -0.019798245280981064, 0.002403356833383441, 0.017925020307302475, 0.08221429586410522, -0.012582524679601192, -0.07044683396816254, 0.0062995306216180325, -0.12602990865707397, 0.02539367973804474, -0.002486084122210741, 0.018008969724178314, 0.04479871317744255, 0.007389707025140524, -0.03449549898505211, -0.052373334765434265, -0.024261292070150375, 0.013780313543975353]",positive
18,r2-0019280,"[0, 6323, 82, 95, 236, 7, 1183, 10, 157, 156, 822, 11, 10, 3473, 15279, 4031, 8, 45, 432, 19, 34, 29, 1634, 4, 152, 21, 10, 372, 822, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Some', 'people', 'just', 'want', 'to', 'watch', 'a', 'well', 'made', 'film', 'in', 'a', 'comfortable', 'auditorium', 'and', 'not', 'deal', 'with', 'hassles.', 'This', 'was', 'a', 'great', 'film.']","['Some', 'people', 'just', 'want', 'to', 'watch', 'a', 'well', 'made', 'film', 'in', 'a', 'comfortable', 'auditorium', 'and', 'not', 'deal', 'with', 'hassles.', 'This', 'was', 'a', 'great', 'film.']","[-0.012319088913500309, 0.05138682574033737, 0.008996048010885715, -0.03533689305186272, 0.005248598288744688, -0.0018177268793806434, 0.011366677470505238, 0.032704342156648636, -0.02040209248661995, -0.022534430027008057, 0.003023650962859392, -0.012255667708814144, 0.009268110617995262, -0.035121772438287735, 0.02665472961962223, -0.014576381072402, 0.025115733966231346, -0.017631739377975464, 0.01596943661570549, -0.04813334345817566, 0.009497233666479588, 0.03707720339298248, -0.014049489051103592, -0.06259457767009735]",positive
19,r2-0019281,"[0, 100, 74, 393, 45, 5940, 42, 317, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'would', 'never', 'not', 'recommend', 'this', 'place.']","['I', 'would', 'never', 'not', 'recommend', 'this', 'place.']","[-0.13888302445411682, 0.06786604970693588, 0.03869057074189186, 0.1471497118473053, -0.08466434478759766, 0.0193113274872303, 0.01821276731789112]",negative
