,originaldata_id,tokens_input_ids,tokens_input,tokens_merged,lrp,label
10,r2-0019271,"[101, 2070, 4109, 2071, 2022, 2999, 2011, 2060, 4109, 3048, 2830, 2004, 2027, 2020, 2625, 5875, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['some', 'pieces', 'could', 'be', 'replaced', 'by', 'other', 'pieces', 'moving', 'forward', 'as', 'they', 'were', 'less', 'interesting.']","['some', 'pieces', 'could', 'be', 'replaced', 'by', 'other', 'pieces', 'moving', 'forward', 'as', 'they', 'were', 'less', 'interesting.']","[-0.030323227867484093, 0.0006054649711586535, -0.07138363271951675, -0.0020679605659097433, 0.01284242793917656, 0.050710875540971756, -0.002337273908779025, 0.0005443102563731372, -0.002418800489977002, 0.03017163835465908, -0.014514412730932236, -0.04338620975613594, -0.014934411272406578, 0.022250382229685783, 0.0030793065670877695]",neutral
11,r2-0019272,"[101, 2009, 2003, 3599, 1996, 2785, 1997, 13497, 2008, 2019, 5145, 1999, 13121, 2052, 2066, 2000, 8627, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['it', 'is', 'exactly', 'the', 'kind', 'of', 'patrons', 'that', 'an', 'institution', 'in', 'decay', 'would', 'like', 'to', 'encourage.']","['it', 'is', 'exactly', 'the', 'kind', 'of', 'patrons', 'that', 'an', 'institution', 'in', 'decay', 'would', 'like', 'to', 'encourage.']","[-0.012468119151890278, -0.023481782525777817, 0.022036874666810036, 0.05582563206553459, -0.02247343584895134, 0.04173288494348526, 0.02450910583138466, 0.01660367101430893, -0.029526326805353165, -0.03398447483778, 0.01636531576514244, -0.006087015382945538, 0.00919493380934, 0.005829811096191406, 0.013261571526527405, 0.02049492858350277]",negative
12,r2-0019273,"[101, 2145, 1010, 6854, 1010, 2057, 2064, 1005, 1056, 19242, 2107, 1037, 2146, 7954, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['still,', 'unfortunately,', 'we', ""can't"", 'tolerate', 'such', 'a', 'long', 'meal.']","['still,', 'unfortunately,', 'we', ""can't"", 'tolerate', 'such', 'a', 'long', 'meal.']","[-0.033576034009456635, 0.014286289922893047, 0.028166983276605606, 0.009128781035542488, -0.013524513691663742, -0.09866345673799515, 0.007387964986264706, -0.008143484592437744, -0.03983219340443611]",negative
13,r2-0019274,"[101, 1045, 2036, 2787, 2000, 2175, 2000, 6861, 18274, 2021, 2009, 2001, 2025, 2307, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', 'also', 'decided', 'to', 'go', 'to', 'honeycomb', 'but', 'it', 'was', 'not', 'great']","['i', 'also', 'decided', 'to', 'go', 'to', 'honeycomb', 'but', 'it', 'was', 'not', 'great']","[-0.0024698656052351, 0.05745239555835724, -0.015309826470911503, 0.04085513949394226, 0.02221054770052433, 0.0008634586120024323, -0.08505306392908096, 0.13669440150260925, -0.003069802653044462, 0.01053131464868784, 0.033949051052331924, -0.04139723628759384]",negative
14,r2-0019276,"[101, 2108, 2013, 2474, 1010, 1045, 1005, 1049, 1037, 18819, 4060, 2100, 1012, 1045, 5223, 4933, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['being', 'from', 'la,', ""i'm"", 'a', 'tad', 'picky.', 'i', 'hate', 'stuff.']","['being', 'from', 'la,', ""i'm"", 'a', 'tad', 'picky.', 'i', 'hate', 'stuff.']","[0.010365714319050312, -0.023123914375901222, -0.0012371635530143976, -0.035229381173849106, -0.020802490413188934, -0.0009142679627984762, -0.007922980934381485, -0.039311300963163376, -0.015241454355418682, 0.030824881047010422]",negative
15,r2-0019277,"[101, 1996, 2833, 2001, 11519, 1010, 2061, 1045, 1005, 2222, 2707, 2007, 2008, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'food', 'was', 'decent,', 'so', ""i'll"", 'start', 'with', 'that.']","['the', 'food', 'was', 'decent,', 'so', ""i'll"", 'start', 'with', 'that.']","[-0.017552999779582024, -0.030068958178162575, -0.055904585868120193, 0.016226939857006073, 0.0404142364859581, -0.04720288887619972, 0.05447369068861008, 0.028335709124803543, -0.04201154410839081]",positive
16,r2-0019278,"[101, 1996, 3180, 5167, 2020, 1037, 2978, 3976, 2100, 1012, 2057, 2066, 10036, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'regular', 'items', 'were', 'a', 'bit', 'pricey.', 'we', 'like', 'cheap.']","['the', 'regular', 'items', 'were', 'a', 'bit', 'pricey.', 'we', 'like', 'cheap.']","[-0.04148248955607414, 0.018678784370422363, 0.020404232665896416, -0.07420261204242706, -0.015430581755936146, -0.010610339231789112, 0.02309045009315014, -0.029440987855196, 0.012354167178273201, -0.01321907714009285]",negative
17,r2-0019279,"[101, 1045, 3728, 3641, 1037, 2261, 6474, 1997, 2014, 14414, 5699, 16324, 1998, 2000, 2360, 2027, 2020, 6659, 1998, 19424, 2052, 2022, 1037, 4121, 4682, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', 'recently', 'ordered', 'a', 'few', 'dozen', 'of', 'her', 'halloween', 'sugar', 'cookies', 'and', 'to', 'say', 'they', 'were', 'terrible', 'and', 'disgusting', 'would', 'be', 'a', 'huge', 'lie.']","['i', 'recently', 'ordered', 'a', 'few', 'dozen', 'of', 'her', 'halloween', 'sugar', 'cookies', 'and', 'to', 'say', 'they', 'were', 'terrible', 'and', 'disgusting', 'would', 'be', 'a', 'huge', 'lie.']","[-0.029816167429089546, 0.02542739361524582, 0.007033654022961855, 0.03724287450313568, -0.02738887071609497, -0.010187792591750622, 0.03877529501914978, -0.05228717625141144, -0.038478784263134, -0.045781150460243225, 0.017254142090678215, 0.013202539645135403, 0.026459092274308205, -0.008090708404779434, 0.02132508158683777, -0.004940931219607592, 0.03039843589067459, -0.009552035480737686, -0.0005515131051652133, 0.015782004222273827, 0.045336462557315826, 0.004098974168300629, -0.02842852659523487, -0.015247111208736897]",negative
18,r2-0019280,"[101, 2070, 2111, 2074, 2215, 2000, 3422, 1037, 2092, 2081, 2143, 1999, 1037, 6625, 11448, 1998, 2025, 3066, 2007, 2038, 25016, 2015, 1012, 2023, 2001, 1037, 2307, 2143, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['some', 'people', 'just', 'want', 'to', 'watch', 'a', 'well', 'made', 'film', 'in', 'a', 'comfortable', 'auditorium', 'and', 'not', 'deal', 'with', 'hassles.', 'this', 'was', 'a', 'great', 'film.']","['some', 'people', 'just', 'want', 'to', 'watch', 'a', 'well', 'made', 'film', 'in', 'a', 'comfortable', 'auditorium', 'and', 'not', 'deal', 'with', 'hassles.', 'this', 'was', 'a', 'great', 'film.']","[0.02141302265226841, 0.03599540889263153, -0.016945945098996162, 0.011391153559088707, 0.002655573422089219, -0.016518140211701393, -0.012328444980084896, -0.025078240782022476, -0.043670352548360825, 0.014560415409505367, 0.003950666636228561, -0.009149240329861641, -0.002812708029523492, 0.003139698412269354, 0.01952277310192585, 0.020982282236218452, 0.004463512450456619, -0.011716806329786777, 0.04420853033661842, 0.02486877143383026, -0.009569061920046806, 0.027815448120236397, 0.0367286279797554, 0.015092744491994381]",positive
19,r2-0019281,"[101, 1045, 2052, 2196, 2025, 16755, 2023, 2173, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', 'would', 'never', 'not', 'recommend', 'this', 'place.']","['i', 'would', 'never', 'not', 'recommend', 'this', 'place.']","[0.044032685458660126, 0.03521895781159401, -0.05204693228006363, -0.024951323866844177, 0.00984510313719511, -0.015515181235969067, 0.07649537920951843]",positive
