,originaldata_id,tokens_input_ids,tokens_input,tokens_merged,attention,label
10,r2-0019271,"[0, 6323, 3745, 115, 28, 4209, 30, 97, 3745, 1375, 556, 25, 51, 58, 540, 2679, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Some', 'pieces', 'could', 'be', 'replaced', 'by', 'other', 'pieces', 'moving', 'forward', 'as', 'they', 'were', 'less', 'interesting.']","['Some', 'pieces', 'could', 'be', 'replaced', 'by', 'other', 'pieces', 'moving', 'forward', 'as', 'they', 'were', 'less', 'interesting.']","[3.363615292203007, 2.5088123662033377, 3.3267821536606346, 4.5104512822054845, 3.75015081613118, 6.133482067585714, 3.70965562115343, 2.8121778678177405, 3.12812378173301, 4.145918065725265, 3.1825433665383813, 4.053347652689531, 3.941084674338743, 4.157114485622825, 3.4081599073692384]",negative
11,r2-0019272,"[0, 243, 16, 2230, 5, 761, 9, 16513, 14, 41, 6786, 11, 30512, 74, 101, 7, 3803, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['It', 'is', 'exactly', 'the', 'kind', 'of', 'patrons', 'that', 'an', 'institution', 'in', 'decay', 'would', 'like', 'to', 'encourage.']","['It', 'is', 'exactly', 'the', 'kind', 'of', 'patrons', 'that', 'an', 'institution', 'in', 'decay', 'would', 'like', 'to', 'encourage.']","[3.750318446536611, 3.5844695988697843, 3.2246236703019138, 3.7546458129725173, 3.3862172415965097, 3.331406644913713, 3.589588624437212, 4.029632741819824, 3.919766288100583, 3.289567666677013, 4.818131460018532, 3.7186361160125396, 3.819015717028566, 3.1073895457184775, 4.399077003366503, 3.1007445356978742]",negative
12,r2-0019273,"[0, 31133, 6, 9574, 6, 52, 64, 75, 17028, 215, 10, 251, 5820, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Still,', 'unfortunately,', 'we', ""can't"", 'tolerate', 'such', 'a', 'long', 'meal.']","['Still,', 'unfortunately,', 'we', ""can't"", 'tolerate', 'such', 'a', 'long', 'meal.']","[4.557602143459226, 6.428687710914821, 5.230039233405809, 6.607004412475179, 4.403058125428838, 4.235233284327234, 3.852108804951112, 4.511986886063184, 4.182326199314953]",negative
13,r2-0019274,"[0, 100, 67, 1276, 7, 213, 7, 10658, 15302, 53, 24, 21, 45, 372, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'also', 'decided', 'to', 'go', 'to', 'honeycomb', 'but', 'it', 'was', 'not', 'great']","['I', 'also', 'decided', 'to', 'go', 'to', 'honeycomb', 'but', 'it', 'was', 'not', 'great']","[4.147405269202989, 4.609576355700239, 4.851328975102094, 5.3220362621962725, 4.683026981053464, 5.348128091882449, 3.9793427220261357, 4.134815262008444, 4.258236124316756, 5.064634238331266, 4.893308511249491, 4.238162129650203]",negative
14,r2-0019276,"[0, 15952, 31, 5168, 6, 38, 437, 10, 29826, 1339, 219, 4, 38, 4157, 2682, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Being', 'from', 'LA,', ""I'm"", 'a', 'tad', 'picky.', 'I', 'hate', 'stuff.']","['Being', 'from', 'LA,', ""I'm"", 'a', 'tad', 'picky.', 'I', 'hate', 'stuff.']","[5.320463798517934, 4.5614998229878125, 3.873582213277221, 7.554924136443285, 2.832060397097723, 3.231506393091535, 3.485177191700722, 4.382209660807546, 3.733382406882984, 3.2527459085841453]",negative
15,r2-0019277,"[0, 133, 689, 21, 7297, 6, 98, 38, 581, 386, 19, 14, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'food', 'was', 'decent,', 'so', ""I'll"", 'start', 'with', 'that.']","['The', 'food', 'was', 'decent,', 'so', ""I'll"", 'start', 'with', 'that.']","[5.065829606594803, 3.8903038662990004, 4.423734095974228, 5.719873219918395, 8.168403916785188, 5.044089764867485, 3.7493199781941886, 4.745641787760149, 4.88094083626122]",positive
16,r2-0019278,"[0, 133, 1675, 1964, 58, 10, 828, 26428, 4, 10284, 101, 6162, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'regular', 'items', 'were', 'a', 'bit', 'pricey.', 'WE', 'like', 'cheap.']","['The', 'regular', 'items', 'were', 'a', 'bit', 'pricey.', 'WE', 'like', 'cheap.']","[4.927392608936365, 4.418239327680044, 3.4017553030985845, 4.914212060302226, 5.237914420324849, 4.031664185392637, 5.156190956978534, 5.670016160555254, 3.743632875833946, 3.3363955079909338]",negative
17,r2-0019279,"[0, 100, 682, 2740, 10, 367, 4039, 9, 69, 8789, 4696, 15269, 8, 7, 224, 51, 58, 6587, 8, 21096, 74, 28, 10, 1307, 6105, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'recently', 'ordered', 'a', 'few', 'dozen', 'of', 'her', 'Halloween', 'sugar', 'cookies', 'and', 'to', 'say', 'they', 'were', 'terrible', 'and', 'disgusting', 'would', 'be', 'a', 'huge', 'lie.']","['I', 'recently', 'ordered', 'a', 'few', 'dozen', 'of', 'her', 'Halloween', 'sugar', 'cookies', 'and', 'to', 'say', 'they', 'were', 'terrible', 'and', 'disgusting', 'would', 'be', 'a', 'huge', 'lie.']","[2.2880754878667173, 2.5744980229467673, 2.548026491473264, 2.650302748005517, 2.587127049462652, 2.6863824333126742, 2.5296986199596696, 2.4678381400520877, 2.1498054720732296, 2.2562676768717247, 2.7412279715027665, 2.9786554821902693, 3.5963529402428045, 2.9344450858820728, 2.7074212941600915, 2.8986821746026328, 2.731865866703558, 3.0652238269332677, 2.76916569790888, 2.4922833438085035, 3.42150595478659, 2.7902688582932615, 2.94025618403919, 2.5993060347971895]",positive
18,r2-0019280,"[0, 6323, 82, 95, 236, 7, 1183, 10, 157, 156, 822, 11, 10, 3473, 15279, 4031, 8, 45, 432, 19, 34, 29, 1634, 4, 152, 21, 10, 372, 822, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Some', 'people', 'just', 'want', 'to', 'watch', 'a', 'well', 'made', 'film', 'in', 'a', 'comfortable', 'auditorium', 'and', 'not', 'deal', 'with', 'hassles.', 'This', 'was', 'a', 'great', 'film.']","['Some', 'people', 'just', 'want', 'to', 'watch', 'a', 'well', 'made', 'film', 'in', 'a', 'comfortable', 'auditorium', 'and', 'not', 'deal', 'with', 'hassles.', 'This', 'was', 'a', 'great', 'film.']","[2.384915207049038, 2.0262589570983365, 1.9466440471718713, 1.8620854692999873, 2.779955508559709, 2.1071728219784114, 2.4067685781842467, 2.8908738076975475, 2.5234858575177435, 2.2582472001017204, 2.9362095629931044, 2.6712982459881394, 2.238165491499176, 2.0134427529532077, 2.2514965101917865, 2.998469549609126, 2.2923956226851354, 3.118483588091115, 2.9662010611566747, 2.213012906202057, 2.792529965373259, 2.371015159619917, 3.3663922437059495, 2.6280155153544618]",positive
19,r2-0019281,"[0, 100, 74, 393, 45, 5940, 42, 317, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'would', 'never', 'not', 'recommend', 'this', 'place.']","['I', 'would', 'never', 'not', 'recommend', 'this', 'place.']","[5.702280687305731, 5.977037669254055, 6.478394139960365, 5.493637394544115, 6.11191199350748, 6.898589173675528, 6.219751421422679]",positive
