,originaldata_id,tokens_input_ids,tokens_input,tokens_merged,attention,label
91,27797,"[2, 48, 2151, 25, 2244, 34, 2116, 13, 15, 17, 28, 2010, 20, 44, 12788, 34, 28, 154, 5079, 13, 22, 18, 13, 15, 869, 21, 310, 72, 5574, 20931, 18, 13, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['this', 'picture', 'is', 'murder', 'by', 'numbers,', 'and', 'as', 'easy', 'to', 'be', 'bored', 'by', 'as', 'your', ""abc's,"", 'despite', 'a', 'few', 'whopping', 'shootouts.']","['this', 'picture', 'is', 'murder', 'by', 'numbers,', 'and', 'as', 'easy', 'to', 'be', 'bored', 'by', 'as', 'your', ""abc's,"", 'despite', 'a', 'few', 'whopping', 'shootouts.']","[1.7047214343183374, 1.6914744860023607, 1.749605478332412, 1.8409719395317947, 1.2452693173704068, 1.2980042934233165, 1.106799117426288, 1.44161861232638, 1.3240742803221714, 1.128532253280787, 1.149508935699161, 1.065643020933906, 1.1489430773274647, 1.6328392719645972, 1.4638153197334085, 1.2897109527051285, 1.953197341000943, 1.6902034268619526, 1.204744768318171, 1.2390452874214823, 1.2582217400879006]",negative
92,28024,"[2, 98, 378, 57, 74, 21, 5378, 4198, 20062, 25, 700, 88, 28, 3180, 28, 236, 877, 13, 22, 18, 1513, 16, 1747, 13, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['what', 'should', 'have', 'been', 'a', 'cutting', 'hollywood', 'satire', 'is', 'instead', 'about', 'as', 'fresh', 'as', 'last', ""week's"", 'issue', 'of', 'variety.']","['what', 'should', 'have', 'been', 'a', 'cutting', 'hollywood', 'satire', 'is', 'instead', 'about', 'as', 'fresh', 'as', 'last', ""week's"", 'issue', 'of', 'variety.']","[2.0468618420544265, 1.744966945793141, 1.2469383974150796, 1.4616487495841088, 1.2888107600816623, 1.050792554218188, 1.705738197760668, 1.9056150329156776, 1.9371059295256432, 2.0609845061444276, 1.7734000843422524, 1.3716887308833063, 1.3076757683450886, 1.4440988664058616, 1.617360341841349, 1.9035072222111324, 1.6529233456861199, 1.537148506027388, 1.4178855130221486]",positive
93,28089,"[2, 21, 17403, 2244, 8, 218, 8, 21783, 17356, 106, 13, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'bland', 'murder-on-campus', 'yawner.']","['a', 'bland', 'murder-on-campus', 'yawner.']","[3.174287828854291, 2.8822274812332798, 2.5365064204723615, 2.2895448722591083]",negative
94,28444,"[2, 21, 13632, 9021, 1308, 13, 8, 8, 9317, 13, 15, 6503, 102, 22523, 13, 15, 20747, 28582, 13, 9, 9, 9, 21, 5455, 13, 29768, 16, 13, 1, 14, 584, 13, 22, 17, 21, 5389, 549, 8731, 13, 1, 5791, 13, 9, 13, 22, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'thoroughly', 'awful', 'movie', '--', 'dumb,', 'narratively', 'chaotic,', 'visually', 'sloppy...', 'a', 'weird', 'amalgam', 'of', 'the', ""thing'and"", 'a', 'geriatric', 'scream.', ""'""]","['a', 'thoroughly', 'awful', 'movie', '--', 'dumb,', 'narratively', 'chaotic,', 'visually', 'sloppy...', 'a', 'weird', 'amalgam', 'of', 'the', ""thing'and"", 'a', 'geriatric', ""scream.'""]","[1.1884406184652885, 0.9246480185298201, 1.1674690836571777, 1.1278740915325134, 0.8767398337091562, 1.1808809093104222, 1.2143040743789912, 1.103992002366618, 0.860238401852427, 1.2206184507338587, 1.0763126926975126, 0.9813348346533393, 1.15194700542428, 0.9070273822455118, 1.2552445874315503, 1.27793085030308, 1.0509039083466745, 0.9134847888250782, 3.0614581507348975]",negative
95,29160,"[2, 21, 6785, 1514, 3673, 9767, 24617, 27, 421, 2216, 892, 21, 171, 30, 25, 156, 16165, 17, 20465, 13, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['audiard', 'successfully', 'maintains', 'suspense', 'on', 'different', 'levels', 'throughout', 'a', 'film', 'that', 'is', 'both', 'gripping', 'and', 'compelling.']","['audiard', 'successfully', 'maintains', 'suspense', 'on', 'different', 'levels', 'throughout', 'a', 'film', 'that', 'is', 'both', 'gripping', 'and', 'compelling.']","[1.4648506990276178, 1.869590302523848, 1.6275680576449312, 2.093375071471201, 2.707259895827119, 2.2318869976391524, 1.341279712964976, 1.2165387921842903, 1.4214862966167434, 1.4576672380161484, 1.5383234841794882, 1.7435219904728445, 1.8658517212767713, 1.9195461078666212, 1.2676510886102728, 1.9987443189913563]",positive
96,29269,"[2, 9236, 110, 44, 14, 4126, 171, 21, 169, 63, 117, 88, 364, 179, 1152, 16, 14, 16673, 13, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['crush', 'could', 'be', 'the', 'worst', 'film', 'a', 'man', 'has', 'made', 'about', 'women', 'since', 'valley', 'of', 'the', 'dolls.']","['crush', 'could', 'be', 'the', 'worst', 'film', 'a', 'man', 'has', 'made', 'about', 'women', 'since', 'valley', 'of', 'the', 'dolls.']","[2.38231783756394, 2.133626691961778, 1.5806983411607987, 1.6047659088517718, 1.8293630587844723, 2.1772597755264367, 1.761382998088513, 1.5485725251986548, 2.26441190553933, 1.8322972139398221, 2.1924964238230493, 2.081307798832103, 2.17563417531453, 1.7714761930648038, 1.9395944166273615, 1.832600408870129, 2.1825084955659326]",negative
97,29702,"[2, 21, 1308, 86, 896, 30, 32, 976, 8104, 14, 26315, 16, 23531, 30, 1103, 12004, 1073, 17, 298, 16443, 13, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'movie', 'so', 'bad', 'that', 'it', 'quickly', 'enters', 'the', 'pantheon', 'of', 'wreckage', 'that', 'includes', 'battlefield', 'earth', 'and', 'showgirls.']","['a', 'movie', 'so', 'bad', 'that', 'it', 'quickly', 'enters', 'the', 'pantheon', 'of', 'wreckage', 'that', 'includes', 'battlefield', 'earth', 'and', 'showgirls.']","[1.9839575786938457, 1.9875148081498673, 1.4167441735071564, 1.5089181141152335, 1.6091777920840107, 1.4789248991734305, 1.3058371386035357, 2.0591304365472984, 1.6064887774461152, 2.00197534734659, 1.5881106119593271, 1.8348892392773715, 1.8904004786515767, 2.4322371852455063, 1.6886236816211, 1.5939099960305638, 1.6644855455468137, 1.355903786891167]",negative
98,29721,"[2, 3244, 70, 55, 6921, 6037, 13, 15, 9789, 18, 12662, 13, 15, 17, 16503, 18, 20, 14, 2129, 16, 14, 3067, 29, 40, 14037, 29269, 6099, 13, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['starts', 'out', 'mediocre,', 'spirals', 'downward,', 'and', 'thuds', 'to', 'the', 'bottom', 'of', 'the', 'pool', 'with', 'an', 'utterly', 'incompetent', 'conclusion.']","['starts', 'out', 'mediocre,', 'spirals', 'downward,', 'and', 'thuds', 'to', 'the', 'bottom', 'of', 'the', 'pool', 'with', 'an', 'utterly', 'incompetent', 'conclusion.']","[2.238751351516378, 1.1729928080477643, 1.1782625559028124, 1.3190282880650066, 1.2092340297451274, 1.3419353511319851, 1.9076567937479192, 1.4549211489082132, 1.212097189843353, 1.7752565084970953, 1.2366603080966825, 1.6176254159662828, 1.7078847807203472, 2.0375289320546615, 1.2817792567200061, 1.402452775330354, 1.2879086295515048, 1.2090507215058373]",negative
99,30034,"[2, 2099, 582, 1885, 3863, 1691, 14, 7408, 102, 23016, 19485, 123, 57, 1727, 20, 571, 29, 66, 4236, 13, 17905, 13, 15, 59, 298, 21, 9902, 2165, 20, 4492, 156, 2570, 16, 48, 6090, 349, 8, 499, 23949, 13, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['whatever', 'heartwarming', 'scene', 'the', 'impressively', 'discreet', 'filmmakers', 'may', 'have', 'expected', 'to', 'record', 'with', 'their', 'mini', 'dv,', 'they', 'show', 'a', 'remarkable', 'ability', 'to', 'document', 'both', 'sides', 'of', 'this', 'emotional', 'car-wreck.']","['whatever', 'heartwarming', 'scene', 'the', 'impressively', 'discreet', 'filmmakers', 'may', 'have', 'expected', 'to', 'record', 'with', 'their', 'mini', 'dv,', 'they', 'show', 'a', 'remarkable', 'ability', 'to', 'document', 'both', 'sides', 'of', 'this', 'emotional', 'car-wreck.']","[1.4829408295052595, 0.9683063726239649, 0.7254915651765687, 0.7982860342517304, 1.023182598931515, 1.499824040785289, 1.3132662329792826, 1.0497444242305978, 1.4677726264894275, 1.761531740432512, 1.3177713486069638, 1.1511198463747367, 1.2731872138332654, 1.1015951687601895, 1.1293785902075786, 1.247599337683397, 1.3234433393271128, 0.9774199668284705, 0.8659760051368052, 1.2217097092964213, 1.0932542701373287, 1.725735956914747, 1.4864553171712849, 1.1908727375834889, 1.0536749573138209, 1.4302075857028715, 1.0551408863497822, 1.1359015307856546, 1.1297856007753257]",positive
100,30183,"[2, 19, 6050, 20, 33, 1201, 1491, 32, 2206, 21, 17841, 102, 2951, 12982, 16, 987, 8, 1898, 479, 201, 13, 73, 869, 14, 581, 13, 9, 9, 9, 8545, 20, 11701, 265, 13, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['in', 'comparison', 'to', 'his', 'earlier', 'films', 'it', 'seems', 'a', 'disappointingly', 'thin', 'slice', 'of', 'lower-class', 'london', 'life', ';', 'despite', 'the', 'title...', 'amounts', 'to', 'surprisingly', 'little.']","['in', 'comparison', 'to', 'his', 'earlier', 'films', 'it', 'seems', 'a', 'disappointingly', 'thin', 'slice', 'of', 'lower-class', 'london', 'life;', 'despite', 'the', 'title...', 'amounts', 'to', 'surprisingly', 'little.']","[1.1833791637761422, 1.3241842571234104, 1.0489936151225554, 1.4151184346029828, 1.1323610490335616, 1.6897885260248333, 1.367023713014628, 1.6541449095565313, 1.0624828230081353, 1.4887985285908596, 1.1281704991642703, 1.1829829225837396, 1.249544722248307, 1.4425110399904177, 0.9915829152511528, 2.442073555265744, 1.2670542370621167, 1.2009803297493877, 1.0672824629281135, 2.0338899764076723, 1.6791647171151307, 1.0521069613064213, 1.1636955217716223]",negative
101,31302,"[2, 40, 1396, 18439, 15073, 1496, 13, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['an', 'exhilarating', 'experience.']","['an', 'exhilarating', 'experience.']","[3.3171162329541595, 2.4106154098196515, 3.6329711930460884]",positive
102,31357,"[2, 19499, 13, 15, 478, 12045, 8756, 267, 4478, 16290, 2459, 13, 9, 9, 9, 35, 3663, 1879, 86, 212, 101, 21, 461, 822, 5394, 8412, 30, 32, 2206, 14, 171, 378, 700, 44, 227, 13, 1, 51, 1253, 25, 10483, 1732, 12524, 13, 22, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['sparkling,', 'often', 'hilarious', 'romantic', 'jealousy', 'comedy...', 'attal', 'looks', 'so', 'much', 'like', 'a', 'young', 'robert', 'deniro', 'that', 'it', 'seems', 'the', 'film', 'should', 'instead', 'be', 'called', 'my', 'husband', 'is', 'travis', 'bickle', ""'""]","['sparkling,', 'often', 'hilarious', 'romantic', 'jealousy', 'comedy...', 'attal', 'looks', 'so', 'much', 'like', 'a', 'young', 'robert', 'deniro', 'that', 'it', 'seems', 'the', 'film', 'should', 'instead', 'be', 'called', 'my', 'husband', 'is', 'travis', ""bickle'""]","[1.2388596487499217, 1.089782266342954, 1.194918435599447, 0.8606902652422942, 0.9632532432443991, 0.9260585102935132, 0.6162422198956731, 1.0063337496512244, 0.9743496566881321, 1.2692435658252423, 0.9112875805293849, 1.445815109206929, 1.47500473274672, 1.749029438905556, 0.9196489107017751, 1.0829798461521518, 1.475514086420296, 0.8823209318886025, 0.8089998663588751, 1.0362140416662329, 0.9392602453307359, 0.8887345076411686, 0.9646257316032064, 0.781128650893658, 0.9737652576211268, 1.2500121390709698, 0.9539586518944885, 1.3893628842461883, 2.435025089322915]",positive
103,32055,"[2, 75, 1805, 120, 48, 28582, 13, 15, 117, 8, 1106, 8, 22607, 2459, 621, 13, 15, 32, 1364, 55, 2666, 100, 4439, 3223, 18, 4548, 86, 212, 30, 24, 10864, 20, 13, 15599, 33, 258, 170, 13, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['after', 'sitting', 'through', 'this', 'sloppy,', 'made-for-movie', 'comedy', 'special,', 'it', 'makes', 'me', 'wonder', 'if', 'lawrence', 'hates', 'criticism', 'so', 'much', 'that', 'he', 'refuses', 'to', 'evaluate', 'his', 'own', 'work.']","['after', 'sitting', 'through', 'this', 'sloppy,', 'made-for-movie', 'comedy', 'special,', 'it', 'makes', 'me', 'wonder', 'if', 'lawrence', 'hates', 'criticism', 'so', 'much', 'that', 'he', 'refuses', 'to', 'evaluate', 'his', 'own', 'work.']","[1.4940706595648645, 1.2077840107704716, 1.0125851414398375, 1.2472986110785353, 1.2188343997330267, 1.0950724561823506, 1.5581648763906817, 1.126224023947784, 1.183007944179045, 0.8563911443606673, 1.0869053935972195, 1.243588244549154, 1.5291369642999053, 1.0144862944675117, 1.1632592626406455, 1.7374370216351935, 1.1729456892731545, 1.8514150675621992, 1.1555977215405118, 1.3529938280802827, 1.3796841035136431, 1.0890094122167182, 1.396980221608668, 0.8729365909103564, 1.3001866589795095, 1.0670138431332645]",negative
104,32190,"[2, 21, 7448, 10902, 2152, 2459, 88, 27001, 20156, 13, 15, 56, 13, 15, 133, 32, 123, 52, 4989, 14, 12921, 13, 22, 18, 620, 2491, 13, 15, 25, 174, 253, 212, 2715, 2078, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'bittersweet', 'contemporary', 'comedy', 'about', 'benevolent', 'deception,', 'which,', 'while', 'it', 'may', 'not', 'rival', 'the', ""filmmaker's"", 'period', 'pieces,', 'is', 'still', 'very', 'much', 'worth', 'seeing']","['a', 'bittersweet', 'contemporary', 'comedy', 'about', 'benevolent', 'deception,', 'which,', 'while', 'it', 'may', 'not', 'rival', 'the', ""filmmaker's"", 'period', 'pieces,', 'is', 'still', 'very', 'much', 'worth', 'seeing']","[1.8124725082738482, 1.3093458912146074, 1.1768500363216017, 1.4269667992143582, 1.910771612871847, 1.5917963603042355, 1.3637946548665545, 1.3075904188705072, 1.1565149917023203, 1.600681611982033, 1.7317181760669522, 1.1415028754616892, 1.5813177347618712, 1.33073586999111, 1.1787377707121693, 1.286036131780904, 1.1864803381777937, 1.5260438449184188, 1.4500005711627217, 1.8001318212478699, 1.1862721953286595, 1.172263752241182, 1.1352679869404672]",positive
105,32851,"[2, 32, 13, 22, 18, 21, 5066, 265, 1308, 29, 11994, 6402, 17, 101, 579, 1766, 13, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""it's"", 'a', 'funny', 'little', 'movie', 'with', 'clever', 'dialogue', 'and', 'likeable', 'characters.']","[""it's"", 'a', 'funny', 'little', 'movie', 'with', 'clever', 'dialogue', 'and', 'likeable', 'characters.']","[2.658928997467736, 2.137337046441177, 1.862637102953187, 1.852163732770824, 1.8249662927661743, 2.15702290430236, 1.4271319036952175, 1.840879069309838, 1.6934490534122884, 1.975415897620726, 1.7763322420542276]",positive
106,33235,"[2, 26, 273, 26, 1368, 14, 204, 16159, 3675, 23, 382, 21, 9120, 16, 301, 3180, 13, 15, 1030, 5066, 13, 15, 17, 951, 18826, 29604, 13, 15, 4198, 3119, 25, 21, 28828, 1496, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['for', 'those', 'for', 'whom', 'the', 'name', 'woody', 'allen', 'was', 'once', 'a', 'guarantee', 'of', 'something', 'fresh,', 'sometimes', 'funny,', 'and', 'usually', 'genuinely', 'worthwhile,', 'hollywood', 'ending', 'is', 'a', 'depressing', 'experience']","['for', 'those', 'for', 'whom', 'the', 'name', 'woody', 'allen', 'was', 'once', 'a', 'guarantee', 'of', 'something', 'fresh,', 'sometimes', 'funny,', 'and', 'usually', 'genuinely', 'worthwhile,', 'hollywood', 'ending', 'is', 'a', 'depressing', 'experience']","[1.5236767564771814, 1.4595627616413602, 1.1467252366305685, 1.7196686736366498, 1.1585785756395663, 1.3311495047863584, 1.1955708751728669, 0.9752514215034913, 1.4549361080821466, 1.2172307321454736, 1.090662194755359, 1.4435842283048488, 1.3402606473899878, 1.1188873697585937, 1.132420503086405, 1.228351532046695, 1.8865746595676818, 1.2389628191676545, 1.5424048488606465, 1.0913777423669417, 1.6136550794172813, 1.5464394135860358, 1.2353954811409564, 1.4910269633877837, 1.6808028576647436, 1.241896664583286, 2.04110940477546]",negative
107,33358,"[2, 21, 3553, 13, 15, 15776, 3930, 171, 30, 6558, 18, 4750, 13893, 26, 24617, 13, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'stupid,', 'derivative', 'horror', 'film', 'that', 'substitutes', 'extreme', 'gore', 'for', 'suspense.']","['a', 'stupid,', 'derivative', 'horror', 'film', 'that', 'substitutes', 'extreme', 'gore', 'for', 'suspense.']","[2.4953719943922152, 2.354575602161282, 1.947784547312252, 2.3282369689779583, 2.3543000316891556, 2.036946091085059, 2.041549294156595, 2.237640818021986, 1.6135214682294687, 1.6248626258844097, 1.652053577979239]",negative
108,33681,"[2, 166, 21, 18181, 13, 14802, 5630, 83, 4077, 14, 13557, 16, 1205, 20, 164, 120, 48, 1480, 2160, 579, 13, 15, 2539, 923, 2978, 88, 14, 13150, 972, 12518, 13, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['even', 'a', 'hardened', 'voyeur', 'would', 'require', 'the', 'patience', 'of', 'job', 'to', 'get', 'through', 'this', 'interminable,', 'shapeless', 'documentary', 'about', 'the', 'swinging', 'subculture.']","['even', 'a', 'hardened', 'voyeur', 'would', 'require', 'the', 'patience', 'of', 'job', 'to', 'get', 'through', 'this', 'interminable,', 'shapeless', 'documentary', 'about', 'the', 'swinging', 'subculture.']","[1.3989725537403712, 1.2813118738821105, 1.2994344283297579, 1.0404868387821908, 1.3243536513086889, 1.2975213147784577, 1.5386198946980278, 1.732901609625274, 1.2709553712345338, 1.3420638805901886, 1.2376047446505944, 1.025792215264979, 1.2451618709086987, 1.2547872574088914, 1.1603944666630839, 1.4705329717109843, 1.1349465012063074, 1.0539536038825708, 1.2963899609774232, 1.2127259982899052, 1.8324547724648208]",negative
