,originaldata_id,tokens_input_ids,tokens_input,tokens_merged,attention,label
56,16017,"[101, 1037, 5024, 1010, 2092, 1011, 2719, 18312, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'solid,', 'well', '-', 'formed', 'satire']","['a', 'solid,', 'well-formed', 'satire']","[4.427328455769822, 3.865733048795794, 18.569975556700996, 4.458861734668456]",positive
57,16046,"[101, 2021, 2054, 1005, 1055, 3835, 2003, 2008, 2045, 1005, 1055, 1037, 10017, 4454, 2008, 2566, 4168, 8520, 1996, 5896, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['but', ""what's"", 'nice', 'is', 'that', ""there's"", 'a', 'casual', 'intelligence', 'that', 'permeates', 'the', 'script.']","['but', ""what's"", 'nice', 'is', 'that', ""there's"", 'a', 'casual', 'intelligence', 'that', 'permeates', 'the', 'script.']","[3.843420528083076, 3.1186297329188264, 2.4048293284216244, 2.541106868526077, 2.6870453085537016, 2.7820565542263447, 2.7703520309172975, 2.6053371571181443, 2.32343880257233, 2.49362881604183, 2.430139096623769, 2.0793602863423706, 2.071431215227288]",positive
58,16051,"[101, 1996, 2143, 5683, 5675, 2594, 1010, 2049, 5436, 1998, 15732, 5171, 5365, 2162, 1011, 3185, 4933, 1010, 2096, 1996, 4616, 12005, 26243, 2062, 1997, 1037, 3168, 1997, 2139, 3900, 24728, 2084, 15180, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'film', 'feels', 'formulaic,', 'its', 'plot', 'and', 'pacing', 'typical', 'hollywood', 'war', '-', 'movie', 'stuff,', 'while', 'the', 'performances', 'elicit', 'more', 'of', 'a', 'sense', 'of', 'deja', 'vu', 'than', 'awe.']","['the', 'film', 'feels', 'formulaic,', 'its', 'plot', 'and', 'pacing', 'typical', 'hollywood', 'war-movie', 'stuff,', 'while', 'the', 'performances', 'elicit', 'more', 'of', 'a', 'sense', 'of', 'deja', 'vu', 'than', 'awe.']","[2.2813923858743412, 2.1713650063280303, 1.6577186078730328, 1.942580268908806, 1.4054966709075924, 2.9637967865902537, 2.0793728971517935, 1.8728912709583696, 4.247866501143291, 1.822833523429663, 4.995599684036041, 2.03996095984007, 1.9742821858579969, 2.0004365812892257, 3.000588739186279, 2.3587202058871903, 2.156708082933093, 1.468087632795796, 1.4015103420748751, 1.2559810512209906, 1.7124881171920046, 1.897227897941898, 1.7452121881003513, 1.6867330454859402, 1.8800336265941062]",positive
59,16421,"[101, 2009, 2003, 4259, 2135, 4895, 11263, 10695, 2100, 1998, 16655, 10111, 13320, 24002, 2000, 3422, 2690, 1011, 2287, 1998, 3080, 2273, 4392, 2000, 9987, 1010, 18138, 2006, 3628, 1010, 1038, 1012, 1055, 1012, 2028, 2178, 1998, 2404, 2006, 1037, 2265, 1999, 8011, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['it', 'is', 'supremely', 'unfunny', 'and', 'unentertaining', 'to', 'watch', 'middle', '-', 'age', 'and', 'older', 'men', 'drink', 'to', 'excess,', 'piss', 'on', 'trees,', 'b.', 's.', 'one', 'another', 'and', 'put', 'on', 'a', 'show', 'in', 'drag']","['it', 'is', 'supremely', 'unfunny', 'and', 'unentertaining', 'to', 'watch', 'middle-age', 'and', 'older', 'men', 'drink', 'to', 'excess,', 'piss', 'on', 'trees,', 'b.', 's.', 'one', 'another', 'and', 'put', 'on', 'a', 'show', 'in', 'drag']","[1.8266103455192522, 1.935673241936205, 1.3120180164774053, 1.568055756944984, 1.2699159241617097, 0.9799316766122615, 1.2014772666038314, 1.374945768298453, 5.368191677682305, 1.0075572975441618, 1.3395402064272084, 1.7854738599288205, 1.3504205856705558, 1.4635112960087693, 1.9059006278287676, 1.7120524173321803, 2.5510081208912, 1.3561919831053373, 1.3109538281128168, 1.2148106664518614, 1.6969737349908867, 1.3452215393536293, 2.417722795288365, 1.4233156917582042, 1.5102665501701509, 1.347708545582925, 2.502124739405436, 1.1471829580713773, 3.8695422573540545]",negative
60,16890,"[101, 1037, 5436, 4179, 2008, 1005, 1055, 2004, 15116, 2100, 2004, 2048, 1011, 2154, 2214, 18499, 9438, 1012, 1012, 1012, 1996, 16587, 1005, 24392, 1010, 6517, 2000, 2360, 1010, 2020, 2035, 2058, 2023, 1036, 1036, 4895, 1011, 4562, 1011, 2583, 1005, 1005, 2622, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'plotline', ""that's"", 'as', 'lumpy', 'as', 'two', '-', 'day', 'old', 'porridge...', 'the', ""filmmakers'paws,"", 'sad', 'to', 'say,', 'were', 'all', 'over', 'this', '`', '`', 'un', '-', 'bear', '-', ""able''"", 'project']","['a', 'plotline', ""that's"", 'as', 'lumpy', 'as', 'two-day', 'old', 'porridge...', 'the', ""filmmakers'paws,"", 'sad', 'to', 'say,', 'were', 'all', 'over', 'this', '``', 'un-bear', '-', ""able''"", 'project']","[1.631460942321465, 1.6430442240744159, 1.4056099186925832, 2.0258673245757204, 1.514130317707574, 1.7314940820216853, 4.352090879953815, 1.6183684503349005, 1.699440178635231, 1.7426532288242849, 1.276223947926912, 1.4683974224811587, 1.5500972847849208, 1.4201128007224302, 3.8025310338830303, 3.4715111282379816, 3.1612698951536884, 1.9567518782845816, 3.305253847175107, 5.010521140241307, 1.6843712437543807, 1.6353930566277257, 2.1539337822029907]",negative
61,16934,"[101, 1996, 2434, 2001, 1050, 1005, 1056, 1037, 2204, 3185, 2021, 2023, 12661, 3084, 2009, 2298, 2066, 1037, 17743, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'original', ""wasn't"", 'a', 'good', 'movie', 'but', 'this', 'remake', 'makes', 'it', 'look', 'like', 'a', 'masterpiece!']","['the', 'original', ""wasn't"", 'a', 'good', 'movie', 'but', 'this', 'remake', 'makes', 'it', 'look', 'like', 'a', 'masterpiece!']","[3.239215918897678, 2.666377509005871, 2.7858992661621067, 2.1239209896985973, 2.4978398797044745, 2.1947068687596323, 2.507660363264222, 2.410435028662604, 3.9542149598139624, 4.190243256973879, 3.060021227418149, 2.7599759271415927, 2.7256242459767597, 3.229770201894894, 3.0033634384873342]",negative
62,17534,"[101, 1996, 9066, 2003, 14955, 6962, 3211, 1005, 1055, 2190, 2143, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'pianist', 'is', ""polanski's"", 'best', 'film.']","['the', 'pianist', 'is', ""polanski's"", 'best', 'film.']","[4.28031524065103, 3.3173156095500995, 4.2248841637179755, 2.4991681435601323, 2.673123803245278, 2.619645581735699]",positive
63,17684,"[101, 1037, 24665, 5844, 2135, 4895, 11263, 10695, 2100, 13001, 2121, 24777, 2007, 5717, 1011, 8789, 1010, 4895, 25421, 3468, 3494, 1998, 28425, 2098, 1010, 11689, 8237, 2063, 5021, 16437, 2015, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'gratingly', 'unfunny', 'groaner', 'littered', 'with', 'zero', '-', 'dimensional,', 'unlikable', 'characters', 'and', 'hackneyed,', 'threadbare', 'comic', 'setups.']","['a', 'gratingly', 'unfunny', 'groaner', 'littered', 'with', 'zero-dimensional,', 'unlikable', 'characters', 'and', 'hackneyed,', 'threadbare', 'comic', 'setups.']","[2.1063099108114014, 1.5891956522299013, 1.6388280689515644, 1.97054832336808, 1.4961805923025973, 1.1604182451835614, 5.227892438441589, 1.3394545264027327, 1.8332962469134009, 1.9158120517522865, 1.5419192687457837, 2.2901311092846037, 1.827810119583139, 3.2662501873277603]",negative
64,18114,"[101, 2009, 1005, 1055, 1037, 2132, 1011, 6769, 1011, 1011, 19897, 2517, 1010, 17950, 3191, 1998, 1010, 2633, 1010, 6171, 2529, 6026, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""it's"", 'a', 'head', '-', 'turner', '-', '-', 'thoughtfully', 'written,', 'beautifully', 'read', 'and,', 'finally,', 'deeply', 'humanizing.']","[""it's"", 'a', 'head-turner', '--thoughtfully', 'written,', 'beautifully', 'read', 'and,', 'finally,', 'deeply', 'humanizing.']","[2.4664078196596284, 2.1507320383963298, 6.31210669089436, 6.732721241793456, 2.568228187674694, 2.4292779637454127, 1.8644912248171932, 3.341170620750778, 2.458890536380695, 2.3623475724175957, 4.962102421181821]",positive
65,19252,"[101, 19517, 4942, 1011, 11968, 1012, 1012, 1012, 2062, 3497, 2000, 19549, 1037, 13972, 1999, 29556, 2084, 2000, 4604, 2151, 28464, 2091, 2010, 8560, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['distinctly', 'sub', '-', 'par...', 'more', 'likely', 'to', 'drown', 'a', 'viewer', 'in', 'boredom', 'than', 'to', 'send', 'any', 'shivers', 'down', 'his', 'spine']","['distinctly', 'sub-par...', 'more', 'likely', 'to', 'drown', 'a', 'viewer', 'in', 'boredom', 'than', 'to', 'send', 'any', 'shivers', 'down', 'his', 'spine']","[2.0829721143723496, 6.503523503433218, 5.309860340781507, 5.118792627499592, 4.923504674528459, 2.169284900682448, 2.2749459901826863, 2.4502354508441146, 2.0676938627260504, 2.2923857914981394, 2.1664190876782934, 2.4633076180300297, 2.132871199906269, 2.48655184862548, 2.529888930577523, 1.831709685543342, 2.0862267580265774, 2.179169512474063]",negative
66,21374,"[101, 2296, 3265, 2097, 2156, 1996, 3185, 2083, 1996, 26113, 1997, 2010, 2030, 2014, 2219, 9029, 1998, 18024, 2015, 1010, 2021, 1996, 2028, 2518, 2087, 2097, 2202, 2185, 2003, 1996, 3168, 2008, 3521, 2003, 2825, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['every', 'individual', 'will', 'see', 'the', 'movie', 'through', 'the', 'prism', 'of', 'his', 'or', 'her', 'own', 'beliefs', 'and', 'prejudices,', 'but', 'the', 'one', 'thing', 'most', 'will', 'take', 'away', 'is', 'the', 'sense', 'that', 'peace', 'is', 'possible.']","['every', 'individual', 'will', 'see', 'the', 'movie', 'through', 'the', 'prism', 'of', 'his', 'or', 'her', 'own', 'beliefs', 'and', 'prejudices,', 'but', 'the', 'one', 'thing', 'most', 'will', 'take', 'away', 'is', 'the', 'sense', 'that', 'peace', 'is', 'possible.']","[1.7186908018297555, 1.5728466487217967, 1.9469189319205438, 1.6889465496514724, 2.1761225114903096, 1.84862314067299, 1.7667818854389028, 2.0356609005736765, 1.4821679662713485, 1.9206511251064677, 1.7613933478072388, 2.276825570469133, 1.7162343254704902, 1.53142256060652, 1.8529223520548797, 3.9461663546822203, 1.58087825680653, 1.4635514367387887, 2.7038263242298166, 2.342236420098803, 1.9944214256598214, 1.6912458560113346, 1.9367436663656592, 1.925475763777956, 1.7467555563593617, 1.4666527240508425, 1.555915007814575, 1.7541794343797938, 1.9786606223819112, 1.634360910309355, 2.021175652967205, 1.3611519456251315]",positive
67,21782,"[101, 1045, 2106, 2175, 2067, 1998, 4638, 2041, 1996, 2197, 2184, 2781, 1010, 2021, 2122, 2020, 2062, 16360, 23004, 2084, 1996, 2034, 2382, 2030, 2871, 2781, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', 'did', 'go', 'back', 'and', 'check', 'out', 'the', 'last', '10', 'minutes,', 'but', 'these', 'were', 'more', 'repulsive', 'than', 'the', 'first', '30', 'or', '40', 'minutes']","['i', 'did', 'go', 'back', 'and', 'check', 'out', 'the', 'last', '10', 'minutes,', 'but', 'these', 'were', 'more', 'repulsive', 'than', 'the', 'first', '30', 'or', '40', 'minutes']","[1.8831687702109483, 2.358066385288796, 2.6399750249424083, 2.220035241696795, 5.152182875127554, 1.87611983578076, 2.053879597565565, 3.001261390714741, 2.202467630794405, 2.0222272874893155, 2.362099536920009, 3.4866730365177174, 2.971983351904747, 2.630487658434147, 2.189596244754617, 2.0090731034931557, 1.6308619722759272, 2.0406489678097035, 2.128608737134289, 2.8877055047669056, 2.0892282768507835, 1.769240870728838, 2.476800859685445]",negative
68,22075,"[101, 3191, 2026, 2970, 2003, 2000, 2022, 7021, 1998, 8813, 2094, 2005, 2049, 9313, 4454, 1998, 2434, 3012, 2004, 2092, 2004, 2049, 16376, 8358, 2006, 1996, 2208, 1997, 2293, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['read', 'my', 'lips', 'is', 'to', 'be', 'viewed', 'and', 'treasured', 'for', 'its', 'extraordinary', 'intelligence', 'and', 'originality', 'as', 'well', 'as', 'its', 'lyrical', 'variations', 'on', 'the', 'game', 'of', 'love.']","['read', 'my', 'lips', 'is', 'to', 'be', 'viewed', 'and', 'treasured', 'for', 'its', 'extraordinary', 'intelligence', 'and', 'originality', 'as', 'well', 'as', 'its', 'lyrical', 'variations', 'on', 'the', 'game', 'of', 'love.']","[1.8556792355879528, 1.8173267783823532, 1.931891565480248, 2.377506247333641, 2.2677355941910675, 1.899797171653158, 1.934200649735291, 3.6536996857765445, 1.741483626991903, 1.7793250665934337, 1.9498356229432974, 2.142822408773161, 1.9732868043582876, 1.7282675079683096, 3.481173133331621, 1.7659155022755741, 1.52812737784491, 1.9806130893612781, 2.0668704342034956, 1.8460887437798628, 2.09556535716886, 2.1034415889872453, 1.9186796009897715, 1.9156966784330118, 2.3228272521481736, 1.6667417306670544]",positive
69,22324,"[101, 2296, 3265, 2097, 2156, 1996, 3185, 2083, 1996, 26113, 1997, 2010, 2030, 2014, 2219, 9029, 1998, 18024, 2015, 1010, 2021, 1996, 2028, 2518, 2087, 2097, 2202, 2185, 2003, 1996, 3168, 2008, 3521, 2003, 2825, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['every', 'individual', 'will', 'see', 'the', 'movie', 'through', 'the', 'prism', 'of', 'his', 'or', 'her', 'own', 'beliefs', 'and', 'prejudices,', 'but', 'the', 'one', 'thing', 'most', 'will', 'take', 'away', 'is', 'the', 'sense', 'that', 'peace', 'is', 'possible']","['every', 'individual', 'will', 'see', 'the', 'movie', 'through', 'the', 'prism', 'of', 'his', 'or', 'her', 'own', 'beliefs', 'and', 'prejudices,', 'but', 'the', 'one', 'thing', 'most', 'will', 'take', 'away', 'is', 'the', 'sense', 'that', 'peace', 'is', 'possible']","[1.7603029292996704, 1.6388524560484607, 1.9934452172767088, 1.8996856179916912, 2.326466947016436, 2.616459240312034, 1.823813609341941, 2.197702628006765, 1.5485526443520115, 2.0435605390115414, 1.8759109681925141, 2.33975476552897, 1.8060252992161165, 1.5739389657431877, 1.8851117719559363, 4.111110281385199, 1.6282510793626546, 1.53605866778381, 2.820669522349315, 2.4314750117403854, 2.1372784770444153, 1.7580793886247656, 2.4327253331029515, 1.998731782524965, 1.7888363465939756, 1.5817222565830995, 1.6297944525146055, 1.7985329890338824, 2.146077306977435, 1.7228834723114341, 2.0909645568453628, 1.4519352907887724]",positive
70,22787,"[101, 1037, 5436, 4179, 2008, 1005, 1055, 2004, 15116, 2100, 2004, 2048, 1011, 2154, 2214, 18499, 9438, 1012, 1012, 1012, 1996, 16587, 1005, 24392, 1010, 6517, 2000, 2360, 1010, 2020, 2035, 2058, 2023, 1036, 1036, 4895, 1011, 4562, 1011, 2583, 1005, 1005, 2622, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'plotline', ""that's"", 'as', 'lumpy', 'as', 'two', '-', 'day', 'old', 'porridge...', 'the', ""filmmakers'paws,"", 'sad', 'to', 'say,', 'were', 'all', 'over', 'this', '`', '`', 'un', '-', 'bear', '-', ""able''"", 'project!']","['a', 'plotline', ""that's"", 'as', 'lumpy', 'as', 'two-day', 'old', 'porridge...', 'the', ""filmmakers'paws,"", 'sad', 'to', 'say,', 'were', 'all', 'over', 'this', '``', 'un-bear', '-', ""able''"", 'project!']","[1.5967733432153177, 1.5940876325720772, 1.3815074215292917, 1.9771503360419789, 1.482504159913767, 1.692769431759754, 4.2727890121129315, 1.5935300600131126, 1.6753742560043, 1.7101153887004998, 1.2550078233394966, 1.4408253370523587, 1.5171188605786112, 1.4025181219714604, 3.737933474711592, 3.399147979147969, 3.0950041629165144, 1.919161703035914, 3.2153134337915317, 4.932158987729864, 1.6539263329450764, 1.6004119806545374, 2.1073818226709884]",negative
71,22817,"[101, 1037, 2843, 1997, 5848, 2003, 13842, 1999, 2023, 13675, 12054, 1010, 2659, 1011, 15231, 4270, 23855, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'lot', 'of', 'talent', 'is', 'wasted', 'in', 'this', 'crass,', 'low', '-', 'wattage', 'endeavor.']","['a', 'lot', 'of', 'talent', 'is', 'wasted', 'in', 'this', 'crass,', 'low-wattage', 'endeavor.']","[2.7189048014302997, 3.147613477572888, 3.163680522724241, 2.582646768964499, 3.0838897434112007, 2.4743445722834787, 2.9642514266480284, 3.0421073589206493, 1.99282633753809, 9.735918791477062, 3.215485068352826]",negative
72,22843,"[101, 2054, 3084, 2129, 1045, 2730, 2026, 2269, 17075, 1010, 4661, 2049, 27547, 4616, 1010, 2003, 25749, 1005, 1055, 19732, 2000, 17677, 2046, 1996, 2601, 2752, 1997, 6687, 1011, 2775, 6550, 2302, 23224, 2075, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['what', 'makes', 'how', 'i', 'killed', 'my', 'father', 'compelling,', 'besides', 'its', 'terrific', 'performances,', 'is', ""fontaine's"", 'willingness', 'to', 'wander', 'into', 'the', 'dark', 'areas', 'of', 'parent', '-', 'child', 'relationships', 'without', 'flinching.']","['what', 'makes', 'how', 'i', 'killed', 'my', 'father', 'compelling,', 'besides', 'its', 'terrific', 'performances,', 'is', ""fontaine's"", 'willingness', 'to', 'wander', 'into', 'the', 'dark', 'areas', 'of', 'parent-child', 'relationships', 'without', 'flinching.']","[2.0315901628092594, 1.9233077724054133, 2.1234952486871252, 1.546196028283036, 1.792574077626351, 1.4973202293536958, 1.6420551102947685, 1.858534174436063, 2.8514269546897415, 2.256579196347474, 1.9128862001916507, 1.8701845135100696, 1.4772246044201762, 2.8484415642654004, 2.041065207853274, 1.8658103383007323, 1.7095463577408616, 1.792321522476664, 1.7352452967076064, 1.9477911546133786, 1.5021063888547956, 1.7344268296071954, 5.003234530924195, 1.976788601807315, 1.4532804855921597, 1.9905637885444805]",positive
