,Unnamed: 0,sst2_id,ids,tokens_input,tokens_input_ids,tokens_merged,attention,label,rationale_binary
33,33,8114,"[0, 627, 822, 16, 2933, 352, 6269, 11, 63, 15306, 9, 95, 141, 203, 55, 15551, 10244, 8, 86, 12, 27900, 5, 24654, 9, 173, 16, 87, 3031, 173, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['the', 'film', 'is', 'darkly', 'funny', 'in', 'its', 'observation', 'of', 'just', 'how', 'much', 'more', 'grueling', 'and', 'time-consuming', 'the', 'illusion', 'of', 'work', 'is', 'than', 'actual', 'work.']","[0, 627, 822, 16, 2933, 352, 6269, 11, 63, 15306, 9, 95, 141, 203, 55, 15551, 10244, 8, 86, 12, 27900, 5, 24654, 9, 173, 16, 87, 3031, 173, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['the', 'film', 'is', 'darkly', 'funny', 'in', 'its', 'observation', 'of', 'just', 'how', 'much', 'more', 'grueling', 'and', 'time-consuming', 'the', 'illusion', 'of', 'work', 'is', 'than', 'actual', 'work.']","[1.8029563365604224, 1.9636292031711655, 1.4049270083605927, 1.492534728484499, 1.3792784440267105, 1.8127328021820168, 1.7130387606867825, 1.534018801954978, 2.6903143169828234, 1.503690587963915, 1.2245782594829924, 1.4624653510925736, 1.2329584576508428, 1.2643526232028393, 2.1721385903029415, 1.5268596071210891, 1.5167095449630703, 1.2639490399045121, 1.507986754130813, 2.7485398352180646, 1.4942318769517902, 2.1658341402167003, 1.3785283835789184, 1.4332727650536707]",positive,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
34,34,8170,"[0, 118, 222, 213, 124, 8, 1649, 66, 5, 94, 158, 728, 2156, 53, 209, 58, 55, 2851, 25170, 87, 5, 78, 389, 50, 843, 728, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['i', 'did', 'go', 'back', 'and', 'check', 'out', 'the', 'last', '10', 'minutes,', 'but', 'these', 'were', 'more', 'repulsive', 'than', 'the', 'first', '30', 'or', '40', 'minutes.']","[0, 118, 222, 213, 124, 8, 1649, 66, 5, 94, 158, 728, 2156, 53, 209, 58, 55, 2851, 25170, 87, 5, 78, 389, 50, 843, 728, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['i', 'did', 'go', 'back', 'and', 'check', 'out', 'the', 'last', '10', 'minutes,', 'but', 'these', 'were', 'more', 'repulsive', 'than', 'the', 'first', '30', 'or', '40', 'minutes.']","[2.212457480046487, 1.453586305455311, 1.3612265568832786, 1.5381480823076852, 1.5493977548412523, 1.897806701932578, 1.3164138983143916, 1.5716631790975293, 1.4883343830123608, 1.61901239717971, 2.2378098546598837, 1.779409971432939, 1.7563185792418208, 1.764951494900176, 1.5510456641922457, 1.2561932225344783, 2.078185519246407, 3.648152970541191, 1.5600414390819148, 1.6464874568144643, 1.5577520185304545, 1.3276099849525815, 1.39204850127035]",negative,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
35,35,8193,"[0, 49519, 16207, 1264, 12801, 16, 10, 1531, 8, 33205, 356, 88, 41, 7350, 5012, 11, 10, 232, 14, 23113, 3677, 15, 7350, 1571, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['``', 'simone', ""''"", 'is', 'a', 'fun', 'and', 'funky', 'look', 'into', 'an', 'artificial', 'creation', 'in', 'a', 'world', 'that', 'thrives', 'on', 'artificiality.']","[0, 49519, 16207, 1264, 12801, 16, 10, 1531, 8, 33205, 356, 88, 41, 7350, 5012, 11, 10, 232, 14, 23113, 3677, 15, 7350, 1571, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[""``simone''"", 'is', 'a', 'fun', 'and', 'funky', 'look', 'into', 'an', 'artificial', 'creation', 'in', 'a', 'world', 'that', 'thrives', 'on', 'artificiality.']","[8.190316059569163, 2.4078928848944177, 1.5092511062810154, 1.4879410766786538, 1.6344404678975555, 1.5504535530595116, 3.4825973133766337, 1.5412568030024227, 1.7167570264529302, 1.603212585696771, 2.0769790039136673, 1.6502304622412016, 1.801254149841013, 1.5288823915474814, 1.6510439526837786, 1.761091950239936, 2.3751109046726113, 1.721750154703982]",positive,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
36,36,8273,"[0, 102, 14128, 2156, 11577, 7740, 7, 10, 10547, 1050, 30984, 2156, 25115, 352, 16372, 8, 16467, 2673, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'colorful,', 'vibrant', 'introduction', 'to', 'a', 'universal', 'human', 'impulse,', 'lushly', 'photographed', 'and', 'beautifully', 'recorded.']","[0, 102, 14128, 2156, 11577, 7740, 7, 10, 10547, 1050, 30984, 2156, 25115, 352, 16372, 8, 16467, 2673, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'colorful,', 'vibrant', 'introduction', 'to', 'a', 'universal', 'human', 'impulse,', 'lushly', 'photographed', 'and', 'beautifully', 'recorded.']","[2.3411467076097456, 2.4285682240125936, 1.725999430461067, 1.9371758514528328, 2.019891723109554, 3.76173262487866, 1.833322990784041, 2.218939475785548, 1.9607111163700879, 3.3268630827288046, 1.7374180676443203, 2.2758512354774942, 1.708759536982286, 2.6796257165802704]",positive,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
37,37,8739,"[0, 1250, 225, 128, 29, 29310, 7098, 8, 144, 101, 868, 1569, 11, 107, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[""allen's"", 'funniest', 'and', 'most', 'likeable', 'movie', 'in', 'years.']","[0, 1250, 225, 128, 29, 29310, 7098, 8, 144, 101, 868, 1569, 11, 107, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[""allen's"", 'funniest', 'and', 'most', 'likeable', 'movie', 'in', 'years.']","[3.0380676582936306, 2.6042382538117983, 2.701150956925912, 2.171861210378337, 3.768838190085721, 2.8895470685106037, 2.1409434259246063, 1.897813274461743]",positive,"[1, 0, 0, 0, 1, 0, 0, 0]"
38,38,8873,"[0, 102, 24254, 13074, 8, 12405, 822, 2156, 16153, 5, 27180, 2394, 227, 5, 31879, 2123, 9, 5, 34430, 45455, 8, 5, 15939, 22623, 1825, 9, 5, 22518, 44073, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'fiercely', 'clever', 'and', 'subtle', 'film,', 'capturing', 'the', 'precarious', 'balance', 'between', 'the', 'extravagant', 'confidence', 'of', 'the', 'exiled', 'aristocracy', 'and', 'the', 'cruel', 'earnestness', 'of', 'the', 'victorious', 'revolutionaries.']","[0, 102, 24254, 13074, 8, 12405, 822, 2156, 16153, 5, 27180, 2394, 227, 5, 31879, 2123, 9, 5, 34430, 45455, 8, 5, 15939, 22623, 1825, 9, 5, 22518, 44073, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'fiercely', 'clever', 'and', 'subtle', 'film,', 'capturing', 'the', 'precarious', 'balance', 'between', 'the', 'extravagant', 'confidence', 'of', 'the', 'exiled', 'aristocracy', 'and', 'the', 'cruel', 'earnestness', 'of', 'the', 'victorious', 'revolutionaries.']","[1.6427398121103263, 1.7565674499623476, 1.5674493626880437, 1.314639034192654, 1.3714189312404155, 1.6271067573480755, 1.5339371040937466, 1.8963360320402105, 1.4230406597058636, 1.9158952816339565, 2.004066675736035, 1.5447935229603975, 1.3846699983044852, 1.5934537973008918, 1.5121599450314305, 1.3039166092826473, 1.390903588838991, 2.585136527444665, 2.4180142363749333, 1.4846243910429404, 1.3273883058631368, 1.634025873239455, 1.5306531990803756, 1.313017743445177, 1.1919147323958235, 1.2856885286806272]",positive,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]"
39,39,9141,"[0, 1694, 393, 3127, 283, 7, 575, 59, 5, 1049, 3768, 8, 549, 50, 45, 51, 128, 890, 2508, 62, 561, 2156, 8, 14926, 700, 459, 128, 29, 10663, 9794, 16, 5063, 31236, 3486, 5386, 615, 7, 9844, 773, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['we', 'never', 'truly', 'come', 'to', 'care', 'about', 'the', 'main', 'characters', 'and', 'whether', 'or', 'not', 'they', ""'ll"", 'wind', 'up', 'together,', 'and', ""michele's"", 'spiritual', 'quest', 'is', 'neither', 'amusing', 'nor', 'dramatic', 'enough', 'to', 'sustain', 'interest']","[0, 1694, 393, 3127, 283, 7, 575, 59, 5, 1049, 3768, 8, 549, 50, 45, 51, 128, 890, 2508, 62, 561, 2156, 8, 14926, 700, 459, 128, 29, 10663, 9794, 16, 5063, 31236, 3486, 5386, 615, 7, 9844, 773, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['we', 'never', 'truly', 'come', 'to', 'care', 'about', 'the', 'main', 'characters', 'and', 'whether', 'or', 'not', ""they'll"", 'wind', 'up', 'together,', 'and', ""michele's"", 'spiritual', 'quest', 'is', 'neither', 'amusing', 'nor', 'dramatic', 'enough', 'to', 'sustain', 'interest']","[1.5845752034509524, 1.3640248576902987, 1.2538736763113554, 1.3965418547682147, 2.327676755671162, 1.5704168052626082, 1.3232233673469258, 1.2952904057871042, 1.5652800954138604, 1.754742493958686, 1.3821754698063948, 1.4348324710265399, 1.202070696570757, 1.028383201477951, 2.778757618790404, 1.1329575230689066, 1.5417143383025231, 1.1150683208270635, 1.2571624135891377, 1.4882893380263382, 1.4073599633698584, 1.8127742419019595, 1.3155315019089968, 1.207093645952915, 1.5062321522275512, 1.3125960622334187, 1.4333301029983239, 1.8652278212357494, 1.3909333470579415, 1.5623408159396452, 1.9640748514273583]",negative,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
40,40,9194,"[0, 734, 59, 25, 3571, 7, 1183, 25, 80, 94, 12, 6406, 2613, 893, 816, 65, 277, 15, 5, 507, 183, 9, 5, 191, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['...', 'about', 'as', 'exciting', 'to', 'watch', 'as', 'two', 'last-place', 'basketball', 'teams', 'playing', 'one', 'another', 'on', 'the', 'final', 'day', 'of', 'the', 'season.']","[0, 734, 59, 25, 3571, 7, 1183, 25, 80, 94, 12, 6406, 2613, 893, 816, 65, 277, 15, 5, 507, 183, 9, 5, 191, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['...', 'about', 'as', 'exciting', 'to', 'watch', 'as', 'two', 'last-place', 'basketball', 'teams', 'playing', 'one', 'another', 'on', 'the', 'final', 'day', 'of', 'the', 'season.']","[2.3180644410236946, 1.7687081144459955, 1.6549863375537275, 2.1076950138377586, 3.346464551088402, 2.46378603469355, 1.9074213845707495, 1.8791728330847874, 1.7799152567963432, 1.9114493184608132, 3.040724816070801, 2.758313013399379, 2.1278823643482805, 1.7226266263700476, 1.42169538902358, 1.6356013092479609, 1.7693828514606624, 1.5842268660186252, 1.6812769072608669, 1.5427093769213218, 1.6405411439741082]",negative,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
41,41,9219,"[0, 571, 366, 1527, 6670, 10, 44079, 7790, 9669, 2048, 2156, 10, 664, 313, 1060, 4406, 36414, 16, 23, 5, 182, 9749, 9, 39, 31515, 2156, 1403, 12, 298, 1295, 2156, 1403, 12, 37808, 2088, 1319, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['gosling', 'creates', 'a', 'staggeringly', 'compelling', 'character,', 'a', 'young', 'man', 'whose', 'sharp', 'intellect', 'is', 'at', 'the', 'very', 'root', 'of', 'his', 'contradictory,', 'self-hating,', 'self-destructive', 'ways.']","[0, 571, 366, 1527, 6670, 10, 44079, 7790, 9669, 2048, 2156, 10, 664, 313, 1060, 4406, 36414, 16, 23, 5, 182, 9749, 9, 39, 31515, 2156, 1403, 12, 298, 1295, 2156, 1403, 12, 37808, 2088, 1319, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['gosling', 'creates', 'a', 'staggeringly', 'compelling', 'character,', 'a', 'young', 'man', 'whose', 'sharp', 'intellect', 'is', 'at', 'the', 'very', 'root', 'of', 'his', 'contradictory,', 'self-hating,', 'self-destructive', 'ways.']","[1.2721201623615588, 1.486930680434953, 1.2568232450531922, 1.61855715716924, 1.271649494973472, 1.967766105533127, 1.49387584290069, 1.8494086366310463, 1.6216205212437942, 1.509675232083487, 1.288149748521442, 1.2454713324123818, 1.3912978682765673, 1.6395753580104635, 1.406885266626838, 1.7536222074557606, 1.295183162842439, 1.5729785936019738, 1.2509393778713793, 1.0253937458696254, 1.9350765389799596, 1.2114646180490667, 1.2891622335359585]",positive,"[0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
42,42,10870,"[0, 18891, 2092, 7, 33, 57, 685, 11, 5, 19850, 42, 86, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['something', 'appears', 'to', 'have', 'been', 'lost', 'in', 'the', 'translation', 'this', 'time']","[0, 18891, 2092, 7, 33, 57, 685, 11, 5, 19850, 42, 86, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['...', 'something', 'appears', 'to', 'have', 'been', 'lost', 'in', 'the', 'translation', 'this', 'time']","[0, 3.1268521190743024, 2.8841467544090564, 4.794184247452054, 1.9667147336614192, 2.0494272416338637, 2.515447967795959, 2.916357572775798, 2.4944744002205224, 5.251987373484693, 2.456054470959895, 2.0918427919741416]",negative,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
43,43,11118,"[0, 31072, 21, 25, 34501, 25, 5, 1654, 92, 11458, 614, 39457, 15056, 1717, 1916, 56, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['everything', 'was', 'as', 'superficial', 'as', 'the', 'forced', 'new', 'jersey', 'lowbrow', 'accent', 'uma', 'had.']","[0, 31072, 21, 25, 34501, 25, 5, 1654, 92, 11458, 614, 39457, 15056, 1717, 1916, 56, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['everything', 'was', 'as', 'superficial', 'as', 'the', 'forced', 'new', 'jersey', 'lowbrow', 'accent', 'uma', 'had.']","[2.412542236786703, 1.727310830938784, 1.7755136161868155, 2.160899776462225, 1.8825194026480114, 1.9494104696108132, 2.1798378448832003, 1.8203524393146815, 3.506140416104342, 1.8136717193582776, 4.47359954112511, 3.2781250034132694, 2.4000904965639664]",negative,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]"
