,Unnamed: 0,sst2_id,ids,tokens_input,tokens_input_ids,tokens_merged,attention,label,rationale_binary
49,49,13621,"[0, 179, 1285, 7, 2314, 239, 13, 1461, 1571, 9, 6197, 480, 2057, 561, 2950, 12049, 9, 284, 2156, 21473, 8, 657, 11, 10, 92, 169, 480, 784, 11313, 359, 40708, 34, 10, 346, 9, 97, 1781, 7, 19781, 24, 7, 1569, 7768, 258, 7850, 8, 1236, 7560, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['in', 'addition', 'to', 'scoring', 'high', 'for', 'originality', 'of', 'plot', '--', 'putting', 'together', 'familiar', 'themes', 'of', 'family,', 'forgiveness', 'and', 'love', 'in', 'a', 'new', 'way', '--', 'lilo', '&', 'stitch', 'has', 'a', 'number', 'of', 'other', 'assets', 'to', 'commend', 'it', 'to', 'movie', 'audiences', 'both', 'innocent', 'and', 'jaded.']","[0, 179, 1285, 7, 2314, 239, 13, 1461, 1571, 9, 6197, 480, 2057, 561, 2950, 12049, 9, 284, 2156, 21473, 8, 657, 11, 10, 92, 169, 480, 784, 11313, 359, 40708, 34, 10, 346, 9, 97, 1781, 7, 19781, 24, 7, 1569, 7768, 258, 7850, 8, 1236, 7560, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['in', 'addition', 'to', 'scoring', 'high', 'for', 'originality', 'of', 'plot', '--', 'putting', 'together', 'familiar', 'themes', 'of', 'family,', 'forgiveness', 'and', 'love', 'in', 'a', 'new', 'way', '--', 'lilo', '&', 'stitch', 'has', 'a', 'number', 'of', 'other', 'assets', 'to', 'commend', 'it', 'to', 'movie', 'audiences', 'both', 'innocent', 'and', 'jaded.']","[1.6009296464140699, 2.2249364221257975, 2.340334883773802, 1.5041433950005458, 1.2797017783108702, 1.521111443581596, 1.2863929335447135, 1.365406198249609, 1.9499676362783576, 1.6637562222819502, 1.4471226307598428, 1.5017121063783176, 1.1898309278179755, 1.2643718609371688, 1.3204575010963093, 1.6303247414038022, 1.3701771429845129, 1.7096559987058217, 1.9630716493912541, 1.6338526078390059, 1.3863250012311683, 1.555803018070651, 1.3088936987489805, 1.1602447423744082, 1.1493654020388366, 1.141398068850243, 1.3019483343881553, 1.3190013457101075, 1.8794883766843697, 2.329911248078358, 1.5365831590725803, 1.4054939594385214, 1.2272765511898405, 1.5477848551258069, 1.3212795867018696, 1.4450281171501822, 2.3246871312678383, 1.8125357636613304, 1.5987116883037933, 2.21466746302308, 1.3645059082063156, 1.3850868282291466, 1.387167756272272]",positive,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
50,50,14072,"[0, 102, 3127, 4613, 10390, 2771, 19, 5835, 19269, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'truly', 'wonderful', 'tale', 'combined', 'with', 'stunning', 'animation.']","[0, 102, 3127, 4613, 10390, 2771, 19, 5835, 19269, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'truly', 'wonderful', 'tale', 'combined', 'with', 'stunning', 'animation.']","[5.121312966462877, 4.800368624540323, 3.3654091385497056, 3.706887592045481, 4.644055747565181, 5.9859573465445015, 3.5791569590609127, 5.050553428015644]",positive,"[1, 0, 0, 0, 0, 1, 0, 0]"
51,51,14614,"[0, 405, 40, 6210, 7, 33, 47, 1618, 5, 7364, 19, 10, 6675, 15, 110, 652, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['it', 'will', 'guarantee', 'to', 'have', 'you', 'leaving', 'the', 'theater', 'with', 'a', 'smile', 'on', 'your', 'face.']","[0, 405, 40, 6210, 7, 33, 47, 1618, 5, 7364, 19, 10, 6675, 15, 110, 652, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['it', 'will', 'guarantee', 'to', 'have', 'you', 'leaving', 'the', 'theater', 'with', 'a', 'smile', 'on', 'your', 'face.']","[4.124143177972931, 2.9334145232757356, 4.41180862862495, 4.765148504526151, 2.8415996291431296, 2.542775328293555, 2.916847267024878, 5.000261444206356, 3.2411780813614133, 4.153761518314018, 3.249567960209812, 3.875082993578968, 3.0375178610120463, 2.3731295076942067, 2.8632033391144436]",positive,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
52,52,14756,"[0, 23702, 13593, 2156, 269, 2156, 4682, 10, 16747, 26637, 6601, 65, 2653, 31, 145, 10840, 149, 10, 5074, 2156, 579, 3109, 808, 9468, 9, 5013, 2156, 2196, 2156, 6402, 271, 2463, 8, 5009, 7416, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['nothing', 'sticks,', 'really,', 'except', 'a', 'lingering', 'creepiness', 'one', 'feels', 'from', 'being', 'dragged', 'through', 'a', 'sad,', 'sordid', 'universe', 'of', 'guns,', 'drugs,', 'avarice', 'and', 'damaged', 'dreams.']","[0, 23702, 13593, 2156, 269, 2156, 4682, 10, 16747, 26637, 6601, 65, 2653, 31, 145, 10840, 149, 10, 5074, 2156, 579, 3109, 808, 9468, 9, 5013, 2156, 2196, 2156, 6402, 271, 2463, 8, 5009, 7416, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['nothing', 'sticks,', 'really,', 'except', 'a', 'lingering', 'creepiness', 'one', 'feels', 'from', 'being', 'dragged', 'through', 'a', 'sad,', 'sordid', 'universe', 'of', 'guns,', 'drugs,', 'avarice', 'and', 'damaged', 'dreams.']","[2.527429985322205, 2.226685751778364, 1.8661445840549642, 1.4940326201894771, 1.6602174487657793, 1.7817190046939282, 2.1159227442747013, 2.0418858758232488, 1.8449481009358593, 2.411096813971018, 1.8364398148121546, 1.812299187753628, 1.972699772104147, 1.3371914018970599, 1.442948520908785, 1.5422458655848936, 1.9403906869198106, 1.664475341453301, 2.061117548942168, 1.872541332738893, 1.8957453970914937, 1.7792719394295127, 1.8244442748165526, 2.192321470296068]",negative,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
53,53,14768,"[0, 462, 6998, 2156, 16529, 8, 2743, 9515, 40485, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['loud,', 'chaotic', 'and', 'largely', 'unfunny']","[0, 462, 6998, 2156, 16529, 8, 2743, 9515, 40485, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['loud,', 'chaotic', 'and', 'largely', 'unfunny']","[4.4906606611894935, 7.166291847523181, 4.711996031615369, 4.450533855923379, 5.538948938147073]",negative,"[0, 1, 0, 0, 0]"
54,54,15390,"[0, 1794, 29323, 136, 15655, 143, 101, 12, 14694, 822, 97, 87, 63, 1021, 25713, 12, 35047, 24320, 3468, 9933, 5, 7308, 9, 5, 24160, 4311, 2156, 1275, 28021, 1162, 25, 41, 9297, 14481, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['measured', 'against', 'practically', 'any', 'like-themed', 'film', 'other', 'than', 'its', 'oscar-sweeping', 'franchise', 'predecessor', 'the', 'silence', 'of', 'the', 'lambs,', 'red', 'dragon', 'rates', 'as', 'an', 'exceptional', 'thriller.']","[0, 1794, 29323, 136, 15655, 143, 101, 12, 14694, 822, 97, 87, 63, 1021, 25713, 12, 35047, 24320, 3468, 9933, 5, 7308, 9, 5, 24160, 4311, 2156, 1275, 28021, 1162, 25, 41, 9297, 14481, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['measured', 'against', 'practically', 'any', 'like-themed', 'film', 'other', 'than', 'its', 'oscar-sweeping', 'franchise', 'predecessor', 'the', 'silence', 'of', 'the', 'lambs,', 'red', 'dragon', 'rates', 'as', 'an', 'exceptional', 'thriller.']","[1.7791871771670393, 3.2958520959947015, 1.748747611143276, 1.9910181576709933, 2.048260193067024, 1.7050982872553688, 2.0553783847120743, 1.8995505653131404, 1.9018070718086992, 2.1871239384454504, 1.860420077222834, 1.737159138490838, 1.592387786915268, 2.0105608303785223, 2.0021849677977097, 1.979328423799523, 1.7932523957439594, 1.9022177459297211, 2.0713096037808167, 2.6416014768890443, 2.0265707030454534, 2.1736905811914027, 2.0419628379320387, 1.7764743667787382]",positive,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]"
55,55,15678,"[0, 9006, 25, 3571, 7, 1183, 25, 80, 94, 12, 6406, 2613, 893, 816, 65, 277, 15, 5, 507, 183, 9, 5, 191, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['about', 'as', 'exciting', 'to', 'watch', 'as', 'two', 'last-place', 'basketball', 'teams', 'playing', 'one', 'another', 'on', 'the', 'final', 'day', 'of', 'the', 'season.']","[0, 9006, 25, 3571, 7, 1183, 25, 80, 94, 12, 6406, 2613, 893, 816, 65, 277, 15, 5, 507, 183, 9, 5, 191, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['...', 'about', 'as', 'exciting', 'to', 'watch', 'as', 'two', 'last-place', 'basketball', 'teams', 'playing', 'one', 'another', 'on', 'the', 'final', 'day', 'of', 'the', 'season.']","[0, 3.1150343108480736, 2.7578342803519433, 2.574069701899271, 3.876846344376305, 2.56973305212164, 2.5931704638860076, 2.2659183436201364, 2.2174415443718747, 3.2800346874059123, 3.077529512185131, 3.2555299178640125, 2.46154592293121, 2.2172736342550077, 1.9888495779920607, 2.192234800691412, 2.477849228435868, 3.0802592569439864, 2.332904285966264, 2.3928414161326756, 3.269176753136404]",negative,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
56,56,16017,"[0, 102, 2705, 2156, 157, 12, 10312, 31368, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'solid,', 'well-formed', 'satire']","[0, 102, 2705, 2156, 157, 12, 10312, 31368, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['...', 'a', 'solid,', 'well-formed', 'satire']","[0, 5.706527148254001, 6.653834787258401, 5.5934714258575955, 3.5831075495510496]",positive,"[0, 0, 1, 0, 0]"
57,57,16046,"[0, 4297, 99, 128, 29, 2579, 16, 14, 89, 128, 29, 10, 9881, 2316, 14, 31582, 1626, 5, 8543, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['but', ""what's"", 'nice', 'is', 'that', ""there's"", 'a', 'casual', 'intelligence', 'that', 'permeates', 'the', 'script.']","[0, 4297, 99, 128, 29, 2579, 16, 14, 89, 128, 29, 10, 9881, 2316, 14, 31582, 1626, 5, 8543, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['but', ""what's"", 'nice', 'is', 'that', ""there's"", 'a', 'casual', 'intelligence', 'that', 'permeates', 'the', 'script.']","[3.325580274075733, 2.7926333664688214, 2.8478023713820626, 3.332096497983034, 2.2743126784994927, 2.5817165206942927, 2.8458434430291635, 2.5101109127774315, 2.955666109324163, 3.281440122956215, 3.065577797313903, 3.036540883184377, 2.745279449203472]",positive,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
58,58,16051,"[0, 627, 822, 2653, 9288, 636, 2156, 63, 6197, 8, 35966, 6097, 1368, 9718, 997, 12, 38428, 2682, 2156, 150, 5, 4476, 39581, 55, 9, 10, 1472, 9, 263, 1910, 748, 257, 87, 21531, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['the', 'film', 'feels', 'formulaic,', 'its', 'plot', 'and', 'pacing', 'typical', 'hollywood', 'war-movie', 'stuff,', 'while', 'the', 'performances', 'elicit', 'more', 'of', 'a', 'sense', 'of', 'deja', 'vu', 'than', 'awe.']","[0, 627, 822, 2653, 9288, 636, 2156, 63, 6197, 8, 35966, 6097, 1368, 9718, 997, 12, 38428, 2682, 2156, 150, 5, 4476, 39581, 55, 9, 10, 1472, 9, 263, 1910, 748, 257, 87, 21531, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['the', 'film', 'feels', 'formulaic,', 'its', 'plot', 'and', 'pacing', 'typical', 'hollywood', 'war-movie', 'stuff,', 'while', 'the', 'performances', 'elicit', 'more', 'of', 'a', 'sense', 'of', 'deja', 'vu', 'than', 'awe.']","[2.0344088071099087, 1.8079811172083557, 1.9894811360846059, 1.7527859259533973, 1.9459556435317782, 1.7856015560343474, 1.9359581076847943, 1.7792722261331073, 2.3080163455741816, 2.432955916142207, 2.1190850527735328, 1.6143940840820155, 1.7131787981339162, 1.6425117173392545, 1.963417726744725, 1.7240291870006523, 1.6334580494406263, 1.7975077451931651, 2.005903098562863, 2.957142484487542, 1.9482917647722426, 1.9735316022572755, 1.7513171915667938, 1.9868058772962598, 1.7029242685221113]",negative,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
59,59,16421,"[0, 405, 16, 15835, 352, 9515, 40485, 8, 542, 1342, 2399, 8173, 7, 1183, 1692, 12, 1580, 8, 2530, 604, 4076, 7, 7400, 2156, 38768, 15, 3980, 2156, 741, 4, 29, 4, 65, 277, 8, 342, 15, 10, 311, 11, 8386, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['it', 'is', 'supremely', 'unfunny', 'and', 'unentertaining', 'to', 'watch', 'middle-age', 'and', 'older', 'men', 'drink', 'to', 'excess,', 'piss', 'on', 'trees,', 'b.s.', 'one', 'another', 'and', 'put', 'on', 'a', 'show', 'in', 'drag']","[0, 405, 16, 15835, 352, 9515, 40485, 8, 542, 1342, 2399, 8173, 7, 1183, 1692, 12, 1580, 8, 2530, 604, 4076, 7, 7400, 2156, 38768, 15, 3980, 2156, 741, 4, 29, 4, 65, 277, 8, 342, 15, 10, 311, 11, 8386, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['it', 'is', 'supremely', 'unfunny', 'and', 'unentertaining', 'to', 'watch', 'middle-age', 'and', 'older', 'men', 'drink', 'to', 'excess,', 'piss', 'on', 'trees,', 'b.s.', 'one', 'another', 'and', 'put', 'on', 'a', 'show', 'in', 'drag']","[1.7679392515544452, 1.5572583744429604, 2.4394681345820883, 1.5200645020631103, 1.592476054079003, 1.5851973755964515, 1.6667463549483945, 1.6304595515368059, 1.9240126409980614, 2.0446133331557665, 2.021650664345316, 2.639358488077693, 1.636688295895469, 1.466697600274502, 1.6402311156314437, 1.5619519592499935, 1.6397410101542043, 1.3736687309863955, 1.4933099498993399, 1.867198087487772, 2.607668632556542, 1.9089267282902318, 1.5946965798374235, 1.7080079986327446, 1.5952687352775115, 1.4625893049602405, 1.7967310334128779, 1.4676833136602405]",negative,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
