,Unnamed: 0,originaldata_id,ids,tokens_input,tokens_input_ids,tokens_merged,attention,label,rationale_binary
38,38,r2-0019305,"[0, 3684, 5, 9366, 38, 56, 11, 5420, 21, 6587, 6, 95, 11385, 8, 21096, 6, 454, 38, 303, 42, 317, 61, 16, 5, 2230, 5, 5483, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['All', 'the', 'pizza', 'I', 'had', 'in', 'Charlotte', 'was', 'terrible,', 'just', 'horrible', 'and', 'disgusting,', 'until', 'I', 'found', 'this', 'place', 'which', 'is', 'the', 'exactly', 'the', 'opposite.']","[0, 3684, 5, 9366, 38, 56, 11, 5420, 21, 6587, 6, 95, 11385, 8, 21096, 6, 454, 38, 303, 42, 317, 61, 16, 5, 2230, 5, 5483, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['All', 'the', 'pizza', 'I', 'had', 'in', 'Charlotte', 'was', 'terrible,', 'just', 'horrible', 'and', 'disgusting,', 'until', 'I', 'found', 'this', 'place', 'which', 'is', 'the', 'exactly', 'the', 'opposite.']","[2.8425721475132137, 2.9428614550122307, 2.794508558185478, 1.8404851150744896, 2.049654140078736, 2.589453989725043, 2.1381743432419653, 2.422308304268985, 2.0295046815353253, 2.9742020927935853, 2.29386412278507, 2.536110900359967, 2.2570707562634884, 2.07000069456726, 2.3872562370987658, 2.1238092137674087, 1.7091998493607907, 2.137205534982213, 2.293933872025737, 2.8023521800904647, 2.498091480292309, 2.0036478266485553, 2.4702578896358496, 1.9753194241610215]",positive,"[1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
39,39,r2-0019307,"[0, 243, 18, 372, 14, 5, 35698, 5131, 350, 171, 3838, 13448, 6, 8, 5, 544, 21, 350, 1769, 13, 5, 739, 1280, 9, 82, 52, 56, 4, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[""It's"", 'great', 'that', 'the', 'waitress', 'recommended', 'too', 'many', 'entrees,', 'and', 'the', 'service', 'was', 'too', 'fast', 'for', 'the', 'large', 'amount', 'of', 'people', 'we', 'had.']","[0, 243, 18, 372, 14, 5, 35698, 5131, 350, 171, 3838, 13448, 6, 8, 5, 544, 21, 350, 1769, 13, 5, 739, 1280, 9, 82, 52, 56, 4, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[""It's"", 'great', 'that', 'the', 'waitress', 'recommended', 'too', 'many', 'entrees,', 'and', 'the', 'service', 'was', 'too', 'fast', 'for', 'the', 'large', 'amount', 'of', 'people', 'we', 'had.']","[2.1551870967946227, 2.2114297348691005, 1.9020641332303316, 2.4145401888712357, 2.4675145193010835, 2.7056685784008927, 2.3423548652329953, 2.2335798986477644, 3.3170754185800435, 3.935794116581366, 2.871290700860415, 2.5874169652983894, 2.300949426828385, 2.4233858039697207, 1.908197658353596, 1.8777288324772974, 1.8241733837599452, 2.109148324051834, 2.4376141913317246, 2.8561916356491657, 2.103943369316798, 2.1317811615710647, 2.307349803099557]",positive,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
40,40,r2-0019309,"[0, 133, 317, 21, 182, 11216, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'place', 'was', 'very', 'dirty.']","[0, 133, 317, 21, 182, 11216, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'place', 'was', 'very', 'dirty.']","[8.827270018341583, 8.738640600493177, 6.354208477504692, 4.744237694886667, 5.832515176030931]",negative,"[1, 0, 0, 0, 0]"
41,41,r2-0019310,"[0, 100, 1381, 10, 92, 317, 4, 38, 2813, 38, 115, 3529, 259, 70, 5, 86, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'tried', 'a', 'new', 'place.', 'I', 'wish', 'I', 'could', 'eat', 'here', 'all', 'the', 'time.']","[0, 100, 1381, 10, 92, 317, 4, 38, 2813, 38, 115, 3529, 259, 70, 5, 86, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'tried', 'a', 'new', 'place.', 'I', 'wish', 'I', 'could', 'eat', 'here', 'all', 'the', 'time.']","[3.081293905345283, 5.003662775101513, 3.4516068022566784, 2.8243870500008574, 2.6540852495824594, 4.855144868814405, 2.576413954637229, 4.1933164928173925, 3.192152915549728, 3.9704108553824096, 4.673070012975841, 3.167169815157221, 3.276084576295635, 4.524100512889132]",positive,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]"
42,42,r2-0019311,"[0, 19065, 14848, 2001, 523, 8, 20899, 718, 14532, 1665, 182, 2131, 2230, 5, 169, 52, 218, 75, 101, 24, 27785, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Great', 'falafel', 'and', 'lentil', 'soup', 'served', 'very', 'hot', 'exactly', 'the', 'way', 'we', ""don't"", 'like', 'it!']","[0, 19065, 14848, 2001, 523, 8, 20899, 718, 14532, 1665, 182, 2131, 2230, 5, 169, 52, 218, 75, 101, 24, 27785, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Great', 'falafel', 'and', 'lentil', 'soup', 'served', 'very', 'hot', 'exactly', 'the', 'way', 'we', ""don't"", 'like', 'it!']","[3.6150388123349666, 4.0347750346661835, 2.6696204975332396, 2.3778678491997587, 3.083898721544931, 2.681828366884296, 2.6819626984826703, 3.6275303077552015, 3.0733547104448076, 2.736607559541323, 3.4626254861603303, 2.794664237835785, 4.426552921589153, 2.4784062832515192, 2.129409092399642]",negative,
43,43,r2-0019312,"[0, 565, 1988, 293, 101, 16708, 5884, 53, 4146, 9, 5, 15324, 50, 33237, 4, 2638, 24, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Tastes', 'like', 'fried', 'chicken', 'but', 'none', 'of', 'the', 'guilt', 'or', 'carbs.', 'loved', 'it']","[0, 565, 1988, 293, 101, 16708, 5884, 53, 4146, 9, 5, 15324, 50, 33237, 4, 2638, 24, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Tastes', 'like', 'fried', 'chicken', 'but', 'none', 'of', 'the', 'guilt', 'or', 'carbs.', 'loved', 'it']","[3.4103195859514646, 5.537531043296858, 2.987673207748107, 2.985921153507346, 3.405869303040558, 3.2609855596830446, 3.1756301667342153, 3.8533903933501037, 5.197612811886134, 5.233508613264291, 3.730323780681613, 3.1789464323800387, 2.9469173268281517]",positive,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
44,44,r2-0019314,"[0, 713, 317, 2551, 269, 8134, 98, 38, 439, 11, 19, 2422, 239, 2113, 14, 38, 2813, 56, 57, 1145, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['This', 'place', 'seemed', 'really', 'legitimate', 'so', 'I', 'went', 'in', 'with', 'super', 'high', 'expectations', 'that', 'I', 'wish', 'had', 'been', 'met.']","[0, 713, 317, 2551, 269, 8134, 98, 38, 439, 11, 19, 2422, 239, 2113, 14, 38, 2813, 56, 57, 1145, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['This', 'place', 'seemed', 'really', 'legitimate', 'so', 'I', 'went', 'in', 'with', 'super', 'high', 'expectations', 'that', 'I', 'wish', 'had', 'been', 'met.']","[2.873741249655847, 3.703432475047873, 3.0122895809845254, 2.252426179250685, 3.4272987430185755, 2.8309474622755757, 2.239605525704365, 2.4275759187935253, 3.6588505056398164, 3.9689535593634426, 3.374957702584471, 3.113294436046656, 2.8930060437540304, 2.9839240871532424, 2.0604893973839418, 2.8041784070949984, 2.6068578696963427, 3.221689994845638, 2.89522587897154]",negative,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
45,45,r2-0019315,"[0, 1185, 40, 1877, 5, 68, 1092, 2996, 4029, 6, 8, 5, 3369, 3355, 3361, 9, 5, 1086, 676, 4, 100, 4157, 3369, 3355, 3361, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['You', 'will', 'avoid', 'the', '$12', 'delivery', 'fee,', 'and', 'the', 'slowness', 'of', 'the', 'whole', 'experience.I', 'hate', 'slowness.']","[0, 1185, 40, 1877, 5, 68, 1092, 2996, 4029, 6, 8, 5, 3369, 3355, 3361, 9, 5, 1086, 676, 4, 100, 4157, 3369, 3355, 3361, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['You', 'will', 'avoid', 'the', '$12', 'delivery', 'fee,', 'and', 'the', 'slowness', 'of', 'the', 'whole', 'experience.I', 'hate', 'slowness.']","[2.9308826690559218, 2.3196161844751844, 2.902912530249306, 2.7991626387855524, 2.0823933924989033, 1.9385235932630724, 2.3372411304689074, 2.628424817355247, 3.3336378402366558, 2.809019265829955, 2.878125250790081, 2.1961510979867844, 2.4625017072206528, 2.1997111767133526, 3.0357853350080863, 2.816129647149815]",negative,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]"
46,46,r2-0019316,"[0, 894, 174, 162, 20242, 2368, 22, 100, 437, 45, 10, 25682, 6, 38, 218, 75, 216, 141, 7, 173, 15, 209, 383, 6, 14, 16, 99, 127, 25682, 16, 13, 72, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['He', 'told', 'me', 'severally', '""I\'m', 'not', 'a', 'mechanic,', 'I', ""don't"", 'know', 'how', 'to', 'work', 'on', 'these', 'things,', 'that', 'is', 'what', 'my', 'mechanic', 'is', 'for.""']","[0, 894, 174, 162, 20242, 2368, 22, 100, 437, 45, 10, 25682, 6, 38, 218, 75, 216, 141, 7, 173, 15, 209, 383, 6, 14, 16, 99, 127, 25682, 16, 13, 72, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['He', 'told', 'me', 'severally', '""I\'m', 'not', 'a', 'mechanic,', 'I', ""don't"", 'know', 'how', 'to', 'work', 'on', 'these', 'things,', 'that', 'is', 'what', 'my', 'mechanic', 'is', 'for.""']","[2.157466868106372, 2.4043771529300715, 1.557608688745783, 2.5208882784578677, 2.337272133838287, 2.320286565656268, 1.8362126633891027, 2.381241005860514, 1.8330000670715818, 2.5450254733564246, 4.896644226964114, 2.5863706606452888, 1.5697506763815487, 1.5412787584757015, 1.763281843340856, 1.5599257113678482, 1.791389653372038, 3.9624863637050542, 1.8751433317250596, 2.048750196283756, 1.7525021032563024, 1.6773645096158825, 2.1735549148622484, 1.9738555202062604]",neutral,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
47,47,r2-0019317,"[0, 133, 12957, 58, 818, 45, 380, 615, 13, 70, 5, 689, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'plates', 'were', 'almost', 'not', 'big', 'enough', 'for', 'all', 'the', 'food.']","[0, 133, 12957, 58, 818, 45, 380, 615, 13, 70, 5, 689, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'plates', 'were', 'almost', 'not', 'big', 'enough', 'for', 'all', 'the', 'food.']","[4.719978818368003, 6.515511154301794, 3.575352498721478, 2.975103991593577, 3.5013118262106215, 4.174310278330286, 3.929431946242978, 4.82514767597323, 4.115022288992208, 5.78576997861723, 4.486517512033699]",negative,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
48,48,r2-0019318,"[0, 32537, 21, 5500, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Service', 'was', 'fantastic.']","[0, 32537, 21, 5500, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Service', 'was', 'fantastic.']","[13.868821584898615, 8.5171774994835, 6.180038416849719]",positive,"[1, 0, 0]"
49,49,r2-0019319,"[0, 133, 3495, 2137, 21, 5, 295, 1988, 7098, 689, 38, 33, 655, 29143, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'popover', 'was', 'the', 'nastiest', 'food', 'I', 'have', 'ever', 'tasted.']","[0, 133, 3495, 2137, 21, 5, 295, 1988, 7098, 689, 38, 33, 655, 29143, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'popover', 'was', 'the', 'nastiest', 'food', 'I', 'have', 'ever', 'tasted.']","[4.861629619751328, 5.84184581724396, 3.2993400217474878, 3.4268566483050193, 4.364537129301263, 3.904338616173688, 3.5308323779693436, 4.086931219729677, 3.883964401753724, 3.3065511751399854]",negative,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
