,Unnamed: 0,originaldata_id,ids,tokens_input,tokens_input_ids,tokens_merged,attention,label,rationale_binary
139,139,r2-0019464,"[0, 133, 4946, 33579, 58, 182, 780, 1437, 13, 127, 4115, 1816, 6, 51, 74, 33, 57, 357, 114, 51, 58, 45, 13263, 77, 51, 2035, 4, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'cupcakes', 'were', 'very', 'special', 'for', 'my', 'birthday', 'girl,', 'they', 'would', 'have', 'been', 'better', 'if', 'they', 'were', 'not', 'smashed', 'when', 'they', 'arrived.']","[0, 133, 4946, 33579, 58, 182, 780, 1437, 13, 127, 4115, 1816, 6, 51, 74, 33, 57, 357, 114, 51, 58, 45, 13263, 77, 51, 2035, 4, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'cupcakes', 'were', 'very', 'special', 'for', 'my', 'birthday', 'girl,', 'they', 'would', 'have', 'been', 'better', 'if', 'they', 'were', 'not', 'smashed', 'when', 'they', 'arrived.']","[1.7918561001889397, 2.1868030847852036, 2.554083094947072, 1.700259362441225, 1.3827100587143037, 1.9997254499115584, 2.20762331356162, 2.021465888853178, 1.724139598187479, 2.050988270508686, 1.8339946929915532, 2.17534433646934, 1.6387174519031993, 1.6576801043614033, 1.4695748284190844, 1.4347531762533798, 1.54716476257903, 1.7598577102900306, 1.500228922257353, 1.4888873674892662, 1.2425991342366036, 2.892054654384828]",negative,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
140,140,r2-0019465,"[0, 713, 317, 16, 562, 98, 203, 182, 1313, 8249, 31, 961, 6, 53, 38, 303, 24, 55, 3571, 7, 989, 8, 213, 184, 87, 2662, 89, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['This', 'place', 'is', 'getting', 'so', 'much', 'very', 'positive', 'praise', 'from', 'everyone,', 'but', 'I', 'found', 'it', 'more', 'exciting', 'to', 'leave', 'and', 'go', 'home', 'than', 'sit', 'there.']","[0, 713, 317, 16, 562, 98, 203, 182, 1313, 8249, 31, 961, 6, 53, 38, 303, 24, 55, 3571, 7, 989, 8, 213, 184, 87, 2662, 89, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['This', 'place', 'is', 'getting', 'so', 'much', 'very', 'positive', 'praise', 'from', 'everyone,', 'but', 'I', 'found', 'it', 'more', 'exciting', 'to', 'leave', 'and', 'go', 'home', 'than', 'sit', 'there.']","[2.0210346058401485, 1.7777546922884055, 1.64080530949716, 1.5296438788991151, 1.6142448087915193, 1.3978177475443707, 1.4422665570595459, 2.2240147364913065, 4.236162314082359, 2.0634270973425948, 1.8296528135536312, 1.8727623510801235, 1.721664504241613, 1.4476818883042533, 1.6634126186081715, 1.5720352237817108, 1.434207188375611, 2.1971804398958463, 3.543476629406361, 1.6780870075693943, 1.65527877184662, 1.3381736148511563, 1.570040478080825, 1.5117689186127938, 1.8322537378220232]",negative,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]"
141,141,r2-0019467,"[0, 133, 20346, 28857, 1512, 21, 24867, 13802, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'grilled', 'calamari', 'was', 'tasteless.']","[0, 133, 20346, 28857, 1512, 21, 24867, 13802, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'grilled', 'calamari', 'was', 'tasteless.']","[2.8119963609343603, 6.240692930958325, 5.272859393102044, 3.01346287995069, 2.525116274944889]",negative,"[0, 1, 1, 0, 0]"
142,142,r2-0019469,"[0, 713, 399, 75, 2916, 127, 24074, 350, 203, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['This', ""didn't"", 'catch', 'my', 'senses', 'too', 'much.']","[0, 713, 399, 75, 2916, 127, 24074, 350, 203, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['This', ""didn't"", 'catch', 'my', 'senses', 'too', 'much.']","[3.112671303002308, 2.3339106673447123, 3.044877277828932, 3.957149643719905, 2.3639129487701234, 5.463601362809027, 2.600705256798391]",neutral,"[0, 0, 0, 1, 0, 1, 0]"
143,143,r2-0019471,"[0, 100, 74, 33, 1381, 5, 177, 26627, 6, 53, 456, 6, 38, 21, 24668, 14, 38, 429, 45, 101, 24, 4, 85, 21, 11385, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'would', 'have', 'tried', 'the', 'game', 'meats,', 'but', 'again,', 'I', 'was', 'hesitant', 'that', 'I', 'might', 'not', 'like', 'it.', 'It', 'was', 'horrible.']","[0, 100, 74, 33, 1381, 5, 177, 26627, 6, 53, 456, 6, 38, 21, 24668, 14, 38, 429, 45, 101, 24, 4, 85, 21, 11385, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'would', 'have', 'tried', 'the', 'game', 'meats,', 'but', 'again,', 'I', 'was', 'hesitant', 'that', 'I', 'might', 'not', 'like', 'it.', 'It', 'was', 'horrible.']","[1.7385201892321902, 1.7072535566884763, 1.612480391933367, 2.0064506385239804, 1.6961639939107698, 2.457016506797029, 3.6897702322370263, 1.975270945914287, 1.9452278771799139, 1.8022924639543683, 1.9291792063512523, 1.445852009823387, 1.5920028186390123, 2.4359077303937657, 1.8629393374247103, 1.3890272351519766, 1.71100642239477, 1.3695150095159272, 1.8256448200469126, 1.627786736052278, 2.4128147596319702]",negative,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
144,144,r2-0019472,"[0, 243, 21, 1593, 11, 70, 5, 4613, 1319, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['It', 'was', 'wrong', 'in', 'all', 'the', 'wonderful', 'ways.']","[0, 243, 21, 1593, 11, 70, 5, 4613, 1319, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['It', 'was', 'wrong', 'in', 'all', 'the', 'wonderful', 'ways.']","[2.985845995808186, 2.5955974868756213, 3.4965485169955803, 2.9845831152422297, 2.5177814362310444, 2.67542567308528, 3.87268985527497, 3.339383389885217]",negative,"[0, 0, 1, 0, 0, 0, 1, 1]"
145,145,r2-0019473,"[0, 100, 101, 2127, 147, 47, 64, 192, 88, 5, 4647, 4, 2127, 101, 42, 19969, 219, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'like', 'places', 'where', 'you', 'can', 'see', 'into', 'the', 'kitchen.', 'places', 'like', 'this', 'eatery']","[0, 100, 101, 2127, 147, 47, 64, 192, 88, 5, 4647, 4, 2127, 101, 42, 19969, 219, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'like', 'places', 'where', 'you', 'can', 'see', 'into', 'the', 'kitchen.', 'places', 'like', 'this', 'eatery']","[2.126083482840973, 2.446551174492868, 2.682187816761589, 2.0779969899738706, 1.7948302408088692, 1.8590965674708828, 2.0630142450524454, 2.4057477063878157, 2.273101373223146, 3.6833791487871035, 3.5026451135744607, 2.637517877662614, 2.1407395955522968, 2.1185375811994014]",positive,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
146,146,r2-0019474,"[0, 100, 64, 75, 912, 2053, 59, 42, 317, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', ""can't"", 'stop', 'thinking', 'about', 'this', 'place.']","[0, 100, 64, 75, 912, 2053, 59, 42, 317, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', ""can't"", 'stop', 'thinking', 'about', 'this', 'place.']","[2.7930513689395884, 2.8769644232636287, 3.24118667176785, 3.017667254767223, 3.2073188133740707, 2.634059355855346, 2.976550542719673]",positive,"[0, 0, 1, 0, 1, 0, 0]"
147,147,r2-0019475,"[0, 100, 880, 602, 15715, 681, 15, 127, 308, 204, 377, 536, 8, 38, 2220, 75, 56, 10, 881, 1160, 4, 85, 16, 205, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'began', 'taking', 'CBD', 'oil', 'on', 'my', 'own', '4', 'months', 'ago', 'and', 'I', ""haven't"", 'had', 'a', 'single', 'incident.', 'It', 'is', 'good.']","[0, 100, 880, 602, 15715, 681, 15, 127, 308, 204, 377, 536, 8, 38, 2220, 75, 56, 10, 881, 1160, 4, 85, 16, 205, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'began', 'taking', 'CBD', 'oil', 'on', 'my', 'own', '4', 'months', 'ago', 'and', 'I', ""haven't"", 'had', 'a', 'single', 'incident.', 'It', 'is', 'good.']","[1.772579653548704, 2.104799952999186, 1.9157180246385208, 3.9667594801526613, 2.16563211747442, 1.8789224451160986, 1.5940506024263061, 2.0117852426149896, 1.9902200295071515, 1.7108794584597278, 1.7805239892377354, 1.8760233012325722, 1.4288354069436182, 1.7979299717583945, 1.6821191725523106, 1.57885379521119, 1.604372529020547, 1.8690947093729613, 2.4526169748845557, 2.5878468205827425, 1.6745439607738877]",positive,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
148,148,r2-0019476,"[0, 133, 8380, 1415, 70, 1632, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'egg', 'looked', 'all', 'natural.']","[0, 133, 8380, 1415, 70, 1632, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'egg', 'looked', 'all', 'natural.']","[3.7537908305998116, 7.10611720670749, 3.9437770761953974, 3.06161250898, 3.7081729933409124]",positive,"[0, 1, 1, 0, 0]"
149,149,r2-0019477,"[0, 17485, 2299, 28, 164, 124, 7, 2091, 139, 77, 20385, 3598, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Will', 'definitely', 'be', 'going', 'back', 'to', 'Blo', 'when', 'pigs', 'fly!']","[0, 17485, 2299, 28, 164, 124, 7, 2091, 139, 77, 20385, 3598, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Will', 'definitely', 'be', 'going', 'back', 'to', 'Blo', 'when', 'pigs', 'fly!']","[3.496324786482186, 2.479263033606582, 2.0505673592766076, 1.8352232720054653, 2.4402002668171825, 4.698725004005639, 2.997188159113014, 3.1216973576321267, 2.7459382379580655, 4.654139567880037]",positive,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
150,150,r2-0019478,"[0, 133, 41515, 21, 2635, 98, 939, 2162, 92, 18292, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'pointer', 'was', 'slow', 'so', 'i', 'bought', 'new', 'mouse.']","[0, 133, 41515, 21, 2635, 98, 939, 2162, 92, 18292, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'pointer', 'was', 'slow', 'so', 'i', 'bought', 'new', 'mouse.']","[2.6258507664597293, 5.930509644639386, 2.23671286557353, 2.788477836480266, 2.4333009810987503, 3.0609358442892423, 2.6038072491165276, 2.222554999965489, 4.144714637364513]",negative,"[0, 1, 0, 0, 0, 1, 0, 0, 1]"
151,151,r2-0019479,"[0, 26954, 82, 32, 543, 7, 283, 30, 198, 259, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Bad', 'people', 'are', 'hard', 'to', 'come', 'by', 'around', 'here.']","[0, 26954, 82, 32, 543, 7, 283, 30, 198, 259, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Bad', 'people', 'are', 'hard', 'to', 'come', 'by', 'around', 'here.']","[5.689494833266157, 2.6549695248683705, 2.489649337452372, 2.5540756846792725, 4.608029289595805, 2.6931258140958283, 2.889150403909839, 2.608847402253469, 2.7955891782598523]",negative,"[1, 0, 0, 0, 1, 0, 1, 0, 0]"
